county,year,month,cumulative_total_doses,cumulative_fully_vaccinated,cumulative_at_least_one_dose,cumulative_up_to_date_count,id,Date
LOS ANGELES,2022,7,20326349,7468921,8233066,978,825,b'2022-08'
LOS ANGELES,2022,8,20509688,7495941,8266714,1183,826,b'2022-08'
LOS ANGELES,2022,9,20943938,7513151,8293982,333031,827,b'2022-08'
LOS ANGELES,2022,10,21524544,7525742,8324291,837851,828,b'2022-08'
LOS ANGELES,2022,11,21964532,7534683,8349334,1236863,829,b'2022-08'
LOS ANGELES,2022,12,22319306,7541617,8372372,1562496,830,b'2022-08'
LOS ANGELES,2023,1,22481784,7547875,8387552,1706834,831,b'2023-08'
LOS ANGELES,2023,2,22562478,7552170,8396225,1776011,832,b'2023-08'
LOS ANGELES,2023,3,22630095,7556351,8404070,1833138,833,b'2023-08'
LOS ANGELES,2023,4,22686690,7558409,8409485,1883938,834,b'2023-09'
LOS ANGELES,2023,5,22766334,7559140,8415271,1959905,835,b'2023-09'
LOS ANGELES,2023,6,22816441,7559677,8419983,2007275,836,b'2023-09'
LOS ANGELES,2023,7,22849175,7560071,8423916,2037836,837,b'2023-09'
LOS ANGELES,2023,8,22888288,7560447,8428679,2074408,838,b'2023-09'
LOS ANGELES,2023,9,22899300,7560559,8429942,2084268,839,b'2023-09'
MADERA,2020,1,0,0,0,0,840,b'2020-09'
MADERA,2020,7,0,0,0,0,841,b'2020-09'
MADERA,2020,8,0,0,0,0,842,b'2020-09'
MADERA,2020,9,1,0,1,0,843,b'2020-09'
MADERA,2020,10,3,1,3,0,844,b'2020-09'
MADERA,2020,11,4,1,4,0,845,b'2020-09'
MADERA,2020,12,1241,4,1232,0,846,b'2020-09'
MADERA,2021,1,10501,1484,8983,0,847,b'2021-09'
MADERA,2021,2,29771,8793,20816,0,848,b'2021-09'
MADERA,2021,3,65228,24660,42323,0,849,b'2021-09'
MADERA,2021,4,95924,43297,55732,0,850,b'2021-09'
MADERA,2021,5,112465,53784,62404,0,851,b'2021-09'
MADERA,2021,6,121246,59328,66042,0,852,b'2021-09'
MADERA,2021,7,127978,62438,69943,0,853,b'2021-09'
MADERA,2021,8,138310,66427,76181,0,854,b'2021-09'
MADERA,2021,9,148183,71606,79996,1,855,b'2021-09'
MADERA,2021,10,158457,74529,82452,1,856,b'2021-09'
MADERA,2021,11,173907,76860,86128,1,857,b'2021-09'
MADERA,2021,12,190664,80080,89758,1,858,b'2021-09'
MADERA,2022,1,204166,82766,92516,2,859,b'2022-09'
MADERA,2022,2,210557,84643,93981,2,860,b'2022-09'
MADERA,2022,3,214448,85792,94859,2,861,b'2022-09'
MADERA,2022,4,219057,86406,95410,2,862,b'2022-09'
MADERA,2022,5,222375,86752,95735,2,863,b'2022-09'
MADERA,2022,6,225014,87076,96081,3,864,b'2022-10'
MADERA,2022,7,227843,87374,96582,3,865,b'2022-10'
MADERA,2022,8,229988,87728,97007,5,866,b'2022-10'
MADERA,2022,9,232855,87907,97286,1881,867,b'2022-10'
MADERA,2022,10,237725,88054,97644,5836,868,b'2022-10'
MADERA,2022,11,241174,88164,97898,8714,869,b'2022-10'
MADERA,2022,12,243822,88238,98122,10952,870,b'2022-10'
MADERA,2023,1,245237,88323,98279,12036,871,b'2023-10'
MADERA,2023,2,246021,88386,98380,12576,872,b'2023-10'
MADERA,2023,3,246724,88454,98459,13077,873,b'2023-10'
MADERA,2023,4,247225,88478,98521,13427,874,b'2023-10'
MADERA,2023,5,247836,88482,98583,13945,875,b'2023-10'
MADERA,2023,6,248365,88490,98621,14292,876,b'2023-10'
MADERA,2023,7,248689,88493,98664,14530,877,b'2023-10'
MADERA,2023,8,249126,88497,98705,14899,878,b'2023-10'
MADERA,2023,9,249291,88500,98717,15013,879,b'2023-10'
MARIN,2020,1,0,0,0,0,880,b'2020-10'
MARIN,2020,7,0,0,0,0,881,b'2020-10'
MARIN,2020,8,4,0,4,0,882,b'2020-10'
MARIN,2020,9,12,4,8,0,883,b'2020-10'
MARIN,2020,10,16,5,11,0,884,b'2020-10'
MARIN,2020,11,20,7,14,0,885,b'2020-10'
MARIN,2020,12,5262,11,5251,0,886,b'2020-10'
MARIN,2021,1,37172,5989,31133,0,887,b'2021-10'
MARIN,2021,2,100093,31458,68467,0,888,b'2021-10'
MARIN,2021,3,211849,85168,129420,0,889,b'2021-10'
MARIN,2021,4,309300,140826,176189,0,890,b'2021-10'
MARIN,2021,5,358471,172790,194951,0,891,b'2021-10'
MARIN,2021,6,379911,189064,201086,0,892,b'2021-10'
MARIN,2021,7,388507,193751,205555,0,893,b'2021-10'
MARIN,2021,8,402744,198336,210749,0,894,b'2021-10'
MARIN,2021,9,416707,201880,213349,1,895,b'2021-11'
MARIN,2021,10,446083,204404,215840,2,896,b'2021-11'
MARIN,2021,11,501760,207518,229499,4,897,b'2021-11'
MARIN,2021,12,562901,219994,234878,6,898,b'2021-11'
MARIN,2022,1,595185,223207,238537,6,899,b'2022-11'
MARIN,2022,2,605104,224991,239946,7,900,b'2022-11'
MARIN,2022,3,611990,226012,240760,7,901,b'2022-11'
MARIN,2022,4,638288,226857,241658,9,902,b'2022-11'
MARIN,2022,5,660701,227630,242526,10,903,b'2022-11'
MARIN,2022,6,675791,228229,244429,11,904,b'2022-11'
MARIN,2022,7,687731,229304,246724,12,905,b'2022-11'
MARIN,2022,8,694802,230925,247931,16,906,b'2022-11'
MARIN,2022,9,717943,231877,248990,15133,907,b'2022-11'
MARIN,2022,10,755668,232366,250256,44811,908,b'2022-11'
MARIN,2022,11,780245,232696,251242,66565,909,b'2022-11'
MARIN,2022,12,794623,232965,252064,79456,910,b'2022-11'
MARIN,2023,1,799880,233205,252517,84003,911,b'2023-11'
MARIN,2023,2,802665,233393,252821,86270,912,b'2023-11'
MARIN,2023,3,805237,233602,253092,88372,913,b'2023-11'
MARIN,2023,4,808686,233696,253284,91519,914,b'2023-11'
MARIN,2023,5,817845,233732,253583,100338,915,b'2023-11'
MARIN,2023,6,822101,233761,253803,104386,916,b'2023-11'
MARIN,2023,7,824475,233783,253962,106599,917,b'2023-11'
MARIN,2023,8,826919,233804,254104,108888,918,b'2023-11'
MARIN,2023,9,827438,233807,254142,109365,919,b'2023-11'
MARIPOSA,2020,1,0,0,0,0,920,b'2020-11'
MARIPOSA,2020,7,0,0,0,0,921,b'2020-11'
MARIPOSA,2020,8,0,0,0,0,922,b'2020-11'
MARIPOSA,2020,9,0,0,0,0,923,b'2020-11'
MARIPOSA,2020,10,2,0,2,0,924,b'2020-11'
MARIPOSA,2020,11,3,1,2,0,925,b'2020-12'
MARIPOSA,2020,12,308,1,308,0,926,b'2020-12'
MARIPOSA,2021,1,1566,307,1258,0,927,b'2021-12'
MARIPOSA,2021,2,4674,1171,3474,0,928,b'2021-12'
MARIPOSA,2021,3,8633,3363,5511,0,929,b'2021-12'
MARIPOSA,2021,4,12006,5101,7257,0,930,b'2021-12'
MARIPOSA,2021,5,13697,6201,7890,0,931,b'2021-12'
MARIPOSA,2021,6,14421,6714,8147,0,932,b'2021-12'
MARIPOSA,2021,7,14898,6920,8433,0,933,b'2021-12'
MARIPOSA,2021,8,15695,7248,8905,0,934,b'2021-12'
MARIPOSA,2021,9,16425,7608,9162,0,935,b'2021-12'
MARIPOSA,2021,10,17323,7832,9391,0,936,b'2021-12'
MARIPOSA,2021,11,19797,8319,9788,0,937,b'2021-12'
MARIPOSA,2021,12,21240,8566,9996,1,938,b'2021-12'
MARIPOSA,2022,1,22325,8708,10173,3,939,b'2022-12'
MARIPOSA,2022,2,22684,8789,10222,3,940,b'2022-12'
MARIPOSA,2022,3,22900,8830,10258,3,941,b'2022-12'
MARIPOSA,2022,4,23646,8890,10302,3,942,b'2022-12'
MARIPOSA,2022,5,24296,8945,10329,3,943,b'2022-12'
MARIPOSA,2022,6,24659,8985,10369,3,944,b'2022-12'
MARIPOSA,2022,7,24952,9021,10391,3,945,b'2022-12'
MARIPOSA,2022,8,25092,9037,10414,4,946,b'2022-12'
MARIPOSA,2022,9,25795,9045,10441,559,947,b'2022-12'
MARIPOSA,2022,10,26904,9052,10489,1563,948,b'2022-12'
MARIPOSA,2022,11,27462,9055,10528,2068,949,b'2022-12'
MARIPOSA,2022,12,27796,9059,10548,2372,950,b'2022-12'
MARIPOSA,2023,1,27969,9061,10565,2520,951,b'2023-12'
MARIPOSA,2023,2,28019,9062,10567,2565,952,b'2023-12'
MARIPOSA,2023,3,28058,9063,10568,2601,953,b'2023-12'
MARIPOSA,2023,4,28111,9064,10574,2644,954,b'2023-12'
MARIPOSA,2023,5,28212,9064,10576,2740,955,b'2023-12'
MARIPOSA,2023,6,28298,9065,10579,2812,956,b'2023-01'
MARIPOSA,2023,7,28356,9065,10580,2866,957,b'2023-01'
MARIPOSA,2023,8,28410,9065,10584,2919,958,b'2023-01'
MARIPOSA,2023,9,28430,9065,10585,2935,959,b'2023-01'
MENDOCINO,2020,1,0,0,0,0,960,b'2020-01'
MENDOCINO,2020,7,0,0,0,0,961,b'2020-01'
MENDOCINO,2020,8,1,0,1,0,962,b'2020-01'
MENDOCINO,2020,9,2,0,2,0,963,b'2020-01'
MENDOCINO,2020,10,3,0,3,0,964,b'2020-01'
MENDOCINO,2020,11,6,0,6,0,965,b'2020-01'
MENDOCINO,2020,12,1406,2,1376,0,966,b'2020-01'
MENDOCINO,2021,1,12997,1865,11077,1,967,b'2021-01'
MENDOCINO,2021,2,36438,11474,24857,1,968,b'2021-01'
MENDOCINO,2021,3,61636,26836,35717,1,969,b'2021-01'
MENDOCINO,2021,4,77611,35767,43735,1,970,b'2021-01'
MENDOCINO,2021,5,87547,41390,48495,1,971,b'2021-01'
MENDOCINO,2021,6,93629,45591,50727,1,972,b'2021-01'
MENDOCINO,2021,7,97480,47236,53156,1,973,b'2021-01'
MENDOCINO,2021,8,103915,49673,56782,1,974,b'2021-01'
MENDOCINO,2021,9,110108,52399,58695,1,975,b'2021-01'
MENDOCINO,2021,10,119425,54022,59897,1,976,b'2021-01'
MENDOCINO,2021,11,131159,55238,61923,1,977,b'2021-01'
MENDOCINO,2021,12,141592,57060,63472,1,978,b'2021-01'
MENDOCINO,2022,1,149510,58133,64875,3,979,b'2022-01'
MENDOCINO,2022,2,152579,58853,65410,3,980,b'2022-01'
MENDOCINO,2022,3,154540,59246,65712,4,981,b'2022-01'
MENDOCINO,2022,4,159860,59553,65968,9,982,b'2022-01'
MENDOCINO,2022,5,163518,59787,66212,9,983,b'2022-01'
MENDOCINO,2022,6,165939,59955,66435,9,984,b'2022-01'
MENDOCINO,2022,7,167892,60097,66704,9,985,b'2022-01'
MENDOCINO,2022,8,169137,60217,66885,10,986,b'2022-01'
MENDOCINO,2022,9,173775,60300,67089,2949,987,b'2022-02'
MENDOCINO,2022,10,179776,60377,67336,7672,988,b'2022-02'
MENDOCINO,2022,11,183575,60440,67522,10952,989,b'2022-02'
MENDOCINO,2022,12,186161,60483,67683,13234,990,b'2022-02'
MENDOCINO,2023,1,187155,60519,67772,14096,991,b'2023-02'
MENDOCINO,2023,2,187675,60550,67813,14528,992,b'2023-02'
MENDOCINO,2023,3,188129,60579,67889,14865,993,b'2023-02'
MENDOCINO,2023,4,188699,60603,67921,15376,994,b'2023-02'
MENDOCINO,2023,5,190069,60617,67973,16673,995,b'2023-02'
MENDOCINO,2023,6,190803,60625,68009,17387,996,b'2023-02'
MENDOCINO,2023,7,191203,60631,68035,17766,997,b'2023-02'
MENDOCINO,2023,8,191648,60634,68070,18193,998,b'2023-02'
MENDOCINO,2023,9,191748,60637,68082,18276,999,b'2023-02'
MERCED,2020,1,0,0,0,0,1000,b'2020-02'
MERCED,2020,7,0,0,0,0,1001,b'2020-02'
MERCED,2020,8,1,0,1,0,1002,b'2020-02'
MERCED,2020,9,6,3,3,0,1003,b'2020-02'
MERCED,2020,10,7,3,4,0,1004,b'2020-02'
MERCED,2020,11,13,3,10,0,1005,b'2020-02'
MERCED,2020,12,1709,10,1693,0,1006,b'2020-02'
MERCED,2021,1,15997,2343,13501,0,1007,b'2021-02'
MERCED,2021,2,45339,12867,31978,0,1008,b'2021-02'
MERCED,2021,3,110600,40520,72690,0,1009,b'2021-02'
MERCED,2021,4,164259,72042,97396,1,1010,b'2021-02'
MERCED,2021,5,193437,88488,110695,2,1011,b'2021-02'
MERCED,2021,6,213099,100117,119137,2,1012,b'2021-02'
MERCED,2021,7,227842,107024,127220,3,1013,b'2021-02'
MERCED,2021,8,249399,115679,139779,3,1014,b'2021-02'
MERCED,2021,9,268970,125346,147422,3,1015,b'2021-03'
MERCED,2021,10,287862,131600,152253,5,1016,b'2021-03'
MERCED,2021,11,311321,136453,158020,7,1017,b'2021-03'
MERCED,2021,12,338792,142347,163561,9,1018,b'2021-03'
MERCED,2022,1,363528,147135,169478,14,1019,b'2022-03'
MERCED,2022,2,377384,151243,172383,17,1020,b'2022-03'
MERCED,2022,3,384826,153438,173894,18,1021,b'2022-03'
MERCED,2022,4,392136,154597,174781,18,1022,b'2022-03'
MERCED,2022,5,397817,155353,175427,19,1023,b'2022-03'
MERCED,2022,6,402320,155970,176080,21,1024,b'2022-03'
MERCED,2022,7,407147,156572,176830,24,1025,b'2022-03'
MERCED,2022,8,411047,157246,177573,31,1026,b'2022-03'
MERCED,2022,9,416224,157534,177986,3969,1027,b'2022-03'
MERCED,2022,10,423438,157760,178408,10235,1028,b'2022-03'
MERCED,2022,11,428606,157894,178797,14774,1029,b'2022-03'
MERCED,2022,12,432622,158032,179104,18293,1030,b'2022-03'
MERCED,2023,1,434464,158137,179291,19847,1031,b'2023-03'
MERCED,2023,2,435475,158215,179413,20648,1032,b'2023-03'
MERCED,2023,3,436331,158281,179559,21299,1033,b'2023-03'
MERCED,2023,4,436915,158313,179630,21799,1034,b'2023-03'
MERCED,2023,5,437583,158314,179706,22435,1035,b'2023-03'
MERCED,2023,6,437994,158314,179763,22822,1036,b'2023-03'
MERCED,2023,7,438363,158314,179826,23179,1037,b'2023-03'
MERCED,2023,8,438909,158316,179908,23712,1038,b'2023-03'
MERCED,2023,9,439067,158316,179932,23856,1039,b'2023-03'
MODOC,2020,1,0,0,0,0,1040,b'2020-03'
MODOC,2020,7,0,0,0,0,1041,b'2020-03'
MODOC,2020,8,0,0,0,0,1042,b'2020-03'
MODOC,2020,9,2,1,1,0,1043,b'2020-03'
MODOC,2020,10,2,1,1,0,1044,b'2020-03'
MODOC,2020,11,2,1,1,0,1045,b'2020-03'
MODOC,2020,12,136,1,135,0,1046,b'2020-04'
MODOC,2021,1,1181,126,1056,0,1047,b'2021-04'
MODOC,2021,2,2725,1032,1695,0,1048,b'2021-04'
MODOC,2021,3,4057,1872,2400,0,1049,b'2021-04'
MODOC,2021,4,4807,2383,2679,0,1050,b'2021-04'
MODOC,2021,5,5179,2622,2858,0,1051,b'2021-04'
MODOC,2021,6,5480,2769,3041,0,1052,b'2021-04'
MODOC,2021,7,5803,2963,3198,0,1053,b'2021-04'
MODOC,2021,8,6149,3099,3414,0,1054,b'2021-04'
MODOC,2021,9,6528,3288,3564,0,1055,b'2021-04'
MODOC,2021,10,7086,3423,3681,0,1056,b'2021-04'
MODOC,2021,11,7901,3514,3766,0,1057,b'2021-04'
MODOC,2021,12,8343,3565,3830,0,1058,b'2021-04'
MODOC,2022,1,8776,3611,3892,0,1059,b'2022-04'
MODOC,2022,2,8926,3653,3914,0,1060,b'2022-04'
MODOC,2022,3,9041,3682,3927,0,1061,b'2022-04'
MODOC,2022,4,9264,3693,3937,0,1062,b'2022-04'
MODOC,2022,5,9470,3702,3946,0,1063,b'2022-04'
MODOC,2022,6,9590,3711,3959,0,1064,b'2022-04'
MODOC,2022,7,9712,3721,3976,0,1065,b'2022-04'
MODOC,2022,8,9778,3728,3980,0,1066,b'2022-04'
MODOC,2022,9,9943,3731,3986,128,1067,b'2022-04'
MODOC,2022,10,10249,3736,4006,403,1068,b'2022-04'
MODOC,2022,11,10422,3738,4011,565,1069,b'2022-04'
MODOC,2022,12,10566,3743,4016,694,1070,b'2022-04'
MODOC,2023,1,10615,3745,4020,737,1071,b'2023-04'
MODOC,2023,2,10645,3748,4021,763,1072,b'2023-04'
MODOC,2023,3,10665,3748,4024,780,1073,b'2023-04'
MODOC,2023,4,10680,3748,4026,792,1074,b'2023-04'
MODOC,2023,5,10703,3748,4028,813,1075,b'2023-04'
MODOC,2023,6,10722,3748,4028,831,1076,b'2023-05'
MODOC,2023,7,10737,3748,4029,846,1077,b'2023-05'
MODOC,2023,8,10755,3748,4030,863,1078,b'2023-05'
MODOC,2023,9,10757,3748,4030,865,1079,b'2023-05'
MONO,2020,1,0,0,0,0,1080,b'2020-05'
MONO,2020,7,0,0,0,0,1081,b'2020-05'
MONO,2020,8,0,0,0,0,1082,b'2020-05'
MONO,2020,9,0,0,0,0,1083,b'2020-05'
MONO,2020,10,0,0,0,0,1084,b'2020-05'
MONO,2020,11,0,0,0,0,1085,b'2020-05'
MONO,2020,12,381,0,381,0,1086,b'2020-05'
MONO,2021,1,3145,445,2685,0,1087,b'2021-05'
MONO,2021,2,7195,3278,3881,0,1088,b'2021-05'
MONO,2021,3,10173,3945,6230,0,1089,b'2021-05'
MONO,2021,4,13035,6135,6977,0,1090,b'2021-05'
MONO,2021,5,14479,6862,7736,0,1091,b'2021-05'
MONO,2021,6,15186,7418,7929,0,1092,b'2021-05'
MONO,2021,7,15542,7556,8163,0,1093,b'2021-05'
MONO,2021,8,16137,7777,8487,0,1094,b'2021-05'
MONO,2021,9,16942,8054,8688,0,1095,b'2021-05'
MONO,2021,10,18294,8219,8846,0,1096,b'2021-05'
MONO,2021,11,19925,8363,9254,0,1097,b'2021-05'
MONO,2021,12,21572,8674,9487,1,1098,b'2021-05'
MONO,2022,1,22486,8805,9649,1,1099,b'2022-05'
MONO,2022,2,22796,8873,9734,2,1100,b'2022-05'
MONO,2022,3,23067,8930,9784,2,1101,b'2022-05'
MONO,2022,4,23621,8960,9826,2,1102,b'2022-05'
MONO,2022,5,23963,8986,9856,2,1103,b'2022-05'
MONO,2022,6,24264,9009,9899,2,1104,b'2022-05'
MONO,2022,7,24548,9031,9945,2,1105,b'2022-05'
MONO,2022,8,24741,9062,9986,2,1106,b'2022-05'
MONO,2022,9,25385,9091,10025,507,1107,b'2022-06'
MONO,2022,10,26159,9108,10068,1204,1108,b'2022-06'
MONO,2022,11,26705,9116,10113,1714,1109,b'2022-06'
MONO,2022,12,27022,9125,10130,2009,1110,b'2022-06'
MONO,2023,1,27116,9129,10141,2096,1111,b'2023-06'
MONO,2023,2,27173,9131,10148,2146,1112,b'2023-06'
MONO,2023,3,27210,9136,10155,2174,1113,b'2023-06'
MONO,2023,4,27259,9137,10158,2219,1114,b'2023-06'
MONO,2023,5,27343,9138,10164,2301,1115,b'2023-06'
MONO,2023,6,27386,9138,10167,2340,1116,b'2023-06'
MONO,2023,7,27409,9138,10167,2362,1117,b'2023-06'
MONO,2023,8,27438,9139,10168,2389,1118,b'2023-06'
MONO,2023,9,27442,9139,10169,2393,1119,b'2023-06'
MONTEREY,2020,1,0,0,0,0,1120,b'2020-06'
MONTEREY,2020,7,0,0,0,0,1121,b'2020-06'
MONTEREY,2020,8,2,0,2,0,1122,b'2020-06'
MONTEREY,2020,9,6,2,4,0,1123,b'2020-06'
MONTEREY,2020,10,9,2,7,0,1124,b'2020-06'
MONTEREY,2020,11,11,2,9,0,1125,b'2020-06'
MONTEREY,2020,12,5513,3,5504,0,1126,b'2020-06'
MONTEREY,2021,1,28646,6475,22033,0,1127,b'2021-06'
MONTEREY,2021,2,86309,27213,58611,0,1128,b'2021-06'
MONTEREY,2021,3,207086,71463,141690,1,1129,b'2021-06'
MONTEREY,2021,4,350929,151433,213012,1,1130,b'2021-06'
MONTEREY,2021,5,428553,204146,240334,1,1131,b'2021-06'
MONTEREY,2021,6,466605,228924,255462,1,1132,b'2021-06'
MONTEREY,2021,7,490463,240565,268180,1,1133,b'2021-06'
MONTEREY,2021,8,520219,253218,284321,2,1134,b'2021-06'
MONTEREY,2021,9,548509,266782,294624,2,1135,b'2021-06'
MONTEREY,2021,10,583190,275319,301577,4,1136,b'2021-06'
MONTEREY,2021,11,641327,282647,315205,5,1137,b'2021-07'
MONTEREY,2021,12,704798,294580,326717,7,1138,b'2021-07'
MONTEREY,2022,1,756366,303039,337899,9,1139,b'2022-07'
MONTEREY,2022,2,781994,310026,343689,10,1140,b'2022-07'
MONTEREY,2022,3,797005,314343,346785,14,1141,b'2022-07'
MONTEREY,2022,4,816639,316891,348636,15,1142,b'2022-07'
MONTEREY,2022,5,833335,318534,350155,17,1143,b'2022-07'
MONTEREY,2022,6,845261,319827,351656,19,1144,b'2022-07'
MONTEREY,2022,7,857714,320985,354083,21,1145,b'2022-07'
MONTEREY,2022,8,866444,322201,355971,22,1146,b'2022-07'
MONTEREY,2022,9,885636,323105,357456,12661,1147,b'2022-07'
MONTEREY,2022,10,911971,323727,359357,34374,1148,b'2022-07'
MONTEREY,2022,11,930709,324280,360797,50645,1149,b'2022-07'
MONTEREY,2022,12,943196,324678,361874,61597,1150,b'2022-07'
MONTEREY,2023,1,949310,325027,362557,66700,1151,b'2023-07'
MONTEREY,2023,2,953233,325292,363049,69879,1152,b'2023-07'
MONTEREY,2023,3,956581,325547,363453,72544,1153,b'2023-07'
MONTEREY,2023,4,959637,325697,363720,75201,1154,b'2023-07'
MONTEREY,2023,5,964941,325754,364011,80266,1155,b'2023-07'
MONTEREY,2023,6,967576,325790,364236,82782,1156,b'2023-07'
MONTEREY,2023,7,969239,325822,364433,84350,1157,b'2023-07'
MONTEREY,2023,8,971126,325856,364625,86111,1158,b'2023-07'
MONTEREY,2023,9,971672,325865,364692,86610,1159,b'2023-07'
NAPA,2020,1,0,0,0,0,1160,b'2020-07'
NAPA,2020,7,0,0,0,0,1161,b'2020-07'
NAPA,2020,8,0,0,0,0,1162,b'2020-07'
NAPA,2020,9,2,1,1,0,1163,b'2020-07'
NAPA,2020,10,4,1,3,0,1164,b'2020-07'
NAPA,2020,11,5,1,4,0,1165,b'2020-07'
NAPA,2020,12,3410,1,3422,0,1166,b'2020-07'
NAPA,2021,1,23981,3872,20087,0,1167,b'2021-07'
NAPA,2021,2,53811,20102,33605,0,1168,b'2021-08'
NAPA,2021,3,100173,39354,62161,0,1169,b'2021-08'
NAPA,2021,4,143814,63124,84057,0,1170,b'2021-08'
NAPA,2021,5,168155,79511,92759,0,1171,b'2021-08'
NAPA,2021,6,178777,86960,96291,0,1172,b'2021-08'
NAPA,2021,7,184059,89501,99231,0,1173,b'2021-08'
NAPA,2021,8,192694,92977,103523,0,1174,b'2021-08'
NAPA,2021,9,201103,96143,105626,0,1175,b'2021-08'
NAPA,2021,10,215266,97903,107101,0,1176,b'2021-08'
NAPA,2021,11,239929,99895,111599,1,1177,b'2021-08'
NAPA,2021,12,261792,103786,114595,1,1178,b'2021-08'
NAPA,2022,1,278705,106230,117440,2,1179,b'2022-08'
NAPA,2022,2,285135,107848,118520,2,1180,b'2022-08'
NAPA,2022,3,288787,108571,119069,2,1181,b'2022-08'
NAPA,2022,4,299693,109137,119552,2,1182,b'2022-08'
NAPA,2022,5,306354,109517,119939,3,1183,b'2022-08'
NAPA,2022,6,311302,109784,120422,3,1184,b'2022-08'
NAPA,2022,7,315463,110125,121130,3,1185,b'2022-08'
NAPA,2022,8,318144,110577,121570,4,1186,b'2022-08'
NAPA,2022,9,327404,110891,121983,6306,1187,b'2022-08'
NAPA,2022,10,340280,111066,122520,16839,1188,b'2022-08'
NAPA,2022,11,349113,111226,122970,24862,1189,b'2022-08'
NAPA,2022,12,353906,111336,123286,29136,1190,b'2022-08'
NAPA,2023,1,355846,111430,123436,30830,1191,b'2023-08'
NAPA,2023,2,356899,111475,123545,31749,1192,b'2023-08'
NAPA,2023,3,357836,111535,123645,32537,1193,b'2023-08'
NAPA,2023,4,358931,111563,123705,33540,1194,b'2023-08'
NAPA,2023,5,361838,111570,123804,36379,1195,b'2023-08'
NAPA,2023,6,363063,111580,123873,37549,1196,b'2023-08'
NAPA,2023,7,363932,111592,123920,38375,1197,b'2023-08'
NAPA,2023,8,364931,111595,123972,39327,1198,b'2023-08'
NAPA,2023,9,365150,111598,123992,39530,1199,b'2023-09'
NEVADA,2020,1,0,0,0,0,1200,b'2020-09'
NEVADA,2020,7,0,0,0,0,1201,b'2020-09'
NEVADA,2020,8,0,0,0,0,1202,b'2020-09'
NEVADA,2020,9,2,1,1,0,1203,b'2020-09'
NEVADA,2020,10,4,1,3,0,1204,b'2020-09'
NEVADA,2020,11,5,1,4,0,1205,b'2020-09'
NEVADA,2020,12,1110,2,1109,0,1206,b'2020-09'
NEVADA,2021,1,9249,1135,8103,0,1207,b'2021-09'
NEVADA,2021,2,29365,8227,21086,0,1208,b'2021-09'
NEVADA,2021,3,57876,22498,36376,0,1209,b'2021-09'
NEVADA,2021,4,84484,37611,48541,0,1210,b'2021-09'
NEVADA,2021,5,97414,45626,53777,0,1211,b'2021-09'
NEVADA,2021,6,103952,50279,55902,1,1212,b'2021-09'
NEVADA,2021,7,107446,51966,57890,2,1213,b'2021-09'
NEVADA,2021,8,112864,54063,61023,2,1214,b'2021-09'
NEVADA,2021,9,118432,56512,62602,2,1215,b'2021-09'
NEVADA,2021,10,126911,58053,63699,2,1216,b'2021-09'
NEVADA,2021,11,140350,59272,66076,2,1217,b'2021-09'
NEVADA,2021,12,152692,61275,67508,3,1218,b'2021-09'
NEVADA,2022,1,160275,62204,68623,3,1219,b'2022-09'
NEVADA,2022,2,163264,62745,69058,3,1220,b'2022-09'
NEVADA,2022,3,164871,63063,69303,3,1221,b'2022-09'
NEVADA,2022,4,170262,63400,69552,4,1222,b'2022-09'
NEVADA,2022,5,175115,63666,69777,4,1223,b'2022-09'
NEVADA,2022,6,178188,63848,69969,4,1224,b'2022-09'
NEVADA,2022,7,180841,64018,70323,4,1225,b'2022-01'
NEVADA,2022,8,182287,64194,70551,4,1226,b'2022-07'
NEVADA,2022,9,186614,64281,70789,3289,1227,b'2022-07'
NEVADA,2022,10,194215,64363,71193,9807,1228,b'2022-07'
NEVADA,2022,11,199826,64424,71474,14880,1229,b'2022-07'
NEVADA,2022,12,203294,64467,71680,18051,1230,b'2022-07'
NEVADA,2023,1,204534,64507,71767,19168,1231,b'2023-08'
NEVADA,2023,2,205230,64526,71839,19777,1232,b'2023-08'
NEVADA,2023,3,205615,64548,71885,20100,1233,b'2023-08'
NEVADA,2023,4,206084,64555,71914,20541,1234,b'2023-08'
NEVADA,2023,5,207165,64565,71957,21576,1235,b'2023-08'
NEVADA,2023,6,207730,64566,71983,22106,1236,b'2023-08'
NEVADA,2023,7,208088,64570,72007,22445,1237,b'2023-08'
NEVADA,2023,8,208494,64572,72037,22829,1238,b'2023-08'
NEVADA,2023,9,208623,64572,72042,22944,1239,b'2023-08'
ORANGE,2020,1,1,0,1,0,1240,b'2020-08'
ORANGE,2020,7,1,0,1,0,1241,b'2020-08'
ORANGE,2020,8,53,6,47,0,1242,b'2020-08'
ORANGE,2020,9,173,57,117,0,1243,b'2020-08'
ORANGE,2020,10,246,89,162,0,1244,b'2020-08'
ORANGE,2020,11,347,146,245,0,1245,b'2020-08'
ORANGE,2020,12,45683,242,45495,0,1246,b'2020-08'
ORANGE,2021,1,333678,53796,279462,0,1247,b'2021-08'
ORANGE,2021,2,861161,308300,550258,5,1248,b'2021-08'
ORANGE,2021,3,1703058,616406,1116436,25,1249,b'2021-08'
ORANGE,2021,4,2746757,1197241,1621477,45,1250,b'2021-08'
ORANGE,2021,5,3348832,1594877,1842519,52,1251,b'2021-08'
ORANGE,2021,6,3633642,1779015,1952129,63,1252,b'2021-08'
ORANGE,2021,7,3806036,1865458,2042778,66,1253,b'2021-08'
