county,state,fips,stayput,inflow,outflow,year
Middlesex,VA,51119,7854,146,131,2018
Middlesex,MA,25017,1256589,59774,70210,2018
Middlesex,NJ,34023,687731,34468,40882,2018
Midland,MI,26111,67311,2347,2215,2018
Midland,TX,48329,128688,8735,7437,2018
Mifflin,PA,42087,37317,559,540,2018
Milam,TX,48331,18190,722,662,2018
Millard,UT,49027,10728,232,191,2018
Mille Lacs,MN,27095,19573,1242,1191,2018
Miller,GA,13201,3583,169,72,2018
Miller,MO,29131,17552,779,686,2018
Miller,AR,5091,28819,1478,1766,2018
Mills,TX,48333,3520,0,0,2018
Mills,IA,19129,12032,439,388,2018
Milwaukee,WI,55079,700141,20136,28371,2018
Miner,SD,46097,1879,0,0,2018
Mineral,NV,32021,2871,0,40,2018
Mineral,MT,30061,2907,104,76,2018
Mineral,WV,54057,21165,524,404,2018
Mineral,CO,8079,598,0,0,2018
Mingo,WV,54059,15093,195,328,2018
Minidoka,ID,16067,16974,772,671,2018
Minnehaha,SD,46099,157388,5980,6295,2018
Missaukee,MI,26113,11449,305,374,2018
Mississippi,AR,5093,28804,621,1012,2018
Mississippi,MO,29133,7776,222,280,2018
Missoula,MT,30063,83990,3120,3127,2018
Mitchell,GA,13205,14214,396,454,2018
Mitchell,NC,37121,10414,224,176,2018
Mitchell,KS,20123,5077,0,0,2018
Mitchell,IA,19131,8670,131,49,2018
Mitchell,TX,48335,4870,38,90,2018
Mobile,AL,1097,290784,5290,6603,2018
Modoc,CA,6049,5605,0,112,2018
Moffat,CO,8081,9737,152,145,2018
Mohave,AZ,4015,127549,7771,4937,2018
Moniteau,MO,29135,12114,352,314,2018
Monmouth,NJ,34025,528190,21151,19691,2018
Mono,CA,6051,9963,375,240,2018
Monona,IA,19133,6882,111,139,2018
Monongalia,WV,54061,63637,1789,1858,2018
Monroe,MS,28095,25963,802,767,2018
Monroe,MO,29137,6511,224,218,2018
Monroe,WV,54063,9355,269,255,2018
Monroe,FL,12087,54759,1992,3162,2018
Monroe,MI,26115,122402,4758,3738,2018
Monroe,AR,5095,4695,46,148,2018
Monroe,NY,36055,580350,11718,13839,2018
Monroe,TN,47123,32342,1123,1383,2018
Monroe,WI,55081,36399,874,914,2018
Monroe,KY,21171,7783,74,86,2018
Monroe,IL,17133,30499,1084,907,2018
Monroe,IA,19135,5959,46,44,2018
Monroe,AL,1099,14374,244,270,2018
Monroe,IN,18105,84034,3017,3750,2018
Monroe,GA,13207,19405,1123,851,2018
Monroe,OH,39111,10564,86,176,2018
Monroe,PA,42089,122708,6828,4753,2018
Montague,TX,48337,14380,797,477,2018
Montcalm,MI,26117,46538,2506,2275,2018
Monterey,CA,6053,373427,10674,12694,2018
Montezuma,CO,8083,18906,452,323,2018
Montgomery,OH,39113,395580,14116,16180,2018
Montgomery,IL,17135,21172,482,485,2018
Montgomery,IA,19137,7793,91,137,2018
Montgomery,TN,47125,143626,13796,11086,2018
Montgomery,TX,48339,429905,36398,24244,2018
Montgomery,AR,5097,5366,168,141,2018
Montgomery,VA,51121,54239,1758,2172,2018
Montgomery,GA,13209,5228,239,211,2018
Montgomery,PA,42091,692803,31426,29087,2018
Montgomery,IN,18107,30542,788,844,2018
Montgomery,KS,20125,22769,451,511,2018
Montgomery,NY,36057,36794,1363,1361,2018
Montgomery,KY,21173,20018,796,669,2018
Montgomery,MO,29139,8531,291,293,2018
Montgomery,NC,37123,19179,658,633,2018
Montgomery,MS,28097,7288,181,172,2018
Montgomery,AL,1101,157792,5323,6650,2018
Montgomery,MD,24031,857014,39217,47656,2018
Montmorency,MI,26119,6666,295,189,2018
Montour,PA,42093,14295,606,827,2018
Montrose,CO,8085,31756,1061,872,2018
Moody,SD,46101,5166,152,125,2018
Moore,TN,47127,4821,346,193,2018
Moore,NC,37125,73531,3108,2117,2018
Moore,TX,48341,17678,302,511,2018
Mora,NM,35033,3049,72,53,2018
Morehouse,LA,22067,18341,389,549,2018
Morgan,TN,47129,13504,423,413,2018
Morgan,CO,8087,22925,775,570,2018
Morgan,KY,21175,7927,50,124,2018
Morgan,AL,1103,90527,3090,2651,2018
Morgan,GA,13211,14412,712,492,2018
Morgan,IN,18109,56778,3310,2693,2018
Morgan,MO,29141,14453,553,464,2018
Morgan,UT,49029,10343,515,420,2018
Morgan,OH,39115,10112,330,304,2018
Morgan,WV,54065,12836,469,336,2018
Morgan,IL,17137,24989,422,609,2018
Morrill,NE,31123,3609,92,61,2018
Morris,TX,48343,8797,367,411,2018
Morris,NJ,34027,426633,19056,19312,2018
Morris,KS,20127,4387,0,0,2018
Morrison,MN,27097,27315,1025,793,2018
Morrow,OR,41049,8916,338,308,2018
Morrow,OH,39117,26477,1534,1209,2018
Morton,ND,38059,24734,1321,1395,2018
Morton,KS,20129,2322,0,0,2018
Motley,TX,48345,828,0,0,2018
Moultrie,IL,17139,11719,468,399,2018
Mountrail,ND,38061,7170,108,175,2018
Mower,MN,27099,32616,649,778,2018
Muhlenberg,KY,21177,21856,349,383,2018
Multnomah,OR,41051,571036,37564,40835,2018
Murray,MN,27101,7063,98,101,2018
Murray,OK,40099,9728,306,293,2018
Murray,GA,13213,27778,1326,1301,2018
Muscatine,IA,19139,35230,821,929,2018
Muscogee,GA,13215,132640,8237,8963,2018
Muskegon,MI,26121,130333,3915,3342,2018
Muskingum,OH,39119,65359,1612,1598,2018
Muskogee,OK,40101,45236,1637,1944,2018
Musselshell,MT,30065,3155,103,130,2018
Nacogdoches,TX,48347,42402,1453,1626,2018
Nance,NE,31125,2783,0,40,2018
Nantucket,MA,25019,10081,127,150,2018
Napa,CA,6055,116861,4396,4621,2018
Nash,NC,37127,70553,3750,3471,2018
Nassau,NY,36059,1193622,44490,46106,2018
Nassau,FL,12089,64273,3565,2158,2018
Natchitoches,LA,22069,25779,535,812,2018
Natrona,WY,56025,60971,1144,1255,2018
Navajo,AZ,4017,73876,4736,3389,2018
Navarro,TX,48349,36726,1822,1264,2018
Nelson,KY,21179,36757,1420,1212,2018
Nelson,ND,38063,2405,0,0,2018
Nelson,VA,51125,11724,286,325,2018
Nemaha,KS,20131,9091,129,84,2018
Nemaha,NE,31127,5204,55,69,2018
Neosho,KS,20133,12208,283,261,2018
Neshoba,MS,28099,21271,607,620,2018
Ness,KS,20135,2299,0,0,2018
Nevada,AR,5099,5640,149,184,2018
Nevada,CA,6057,75898,4385,3012,2018
New Castle,DE,10003,429463,14547,14507,2018
New Hanover,NC,37129,148718,7451,7384,2018
New Haven,CT,9009,650805,22169,24308,2018
New Kent,VA,51127,17937,1134,633,2018
New London,CT,9011,209140,6929,7187,2018
New Madrid,MO,29143,11436,595,627,2018
New York,NY,36061,1118869,86625,111609,2018
Newaygo,MI,26123,36890,1863,1598,2018
Newberry,SC,45071,27743,751,765,2018
Newport,RI,44005,62205,2094,2234,2018
Newport News,VA,51700,121138,9734,10865,2018
Newton,GA,13217,75983,6120,5228,2018
Newton,TX,48351,8420,402,391,2018
Newton,MS,28101,16116,457,540,2018
Newton,MO,29145,41782,2552,2401,2018
Newton,IN,18111,11129,475,390,2018
Newton,AR,5101,5030,152,178,2018
Nez Perce,ID,16069,29800,1236,1267,2018
Niagara,NY,36063,165123,3960,3895,2018
Nicholas,KY,21181,5393,143,101,2018
Nicholas,WV,54067,17482,207,302,2018
Nicollet,MN,27103,26075,1286,1455,2018
Niobrara,WY,56027,1746,0,0,2018
Noble,OK,40103,8047,352,312,2018
Noble,OH,39121,9290,180,223,2018
Noble,IN,18113,38675,1792,1737,2018
Nobles,MN,27105,18470,171,338,2018
Nodaway,MO,29147,14255,116,267,2018
Nolan,TX,48353,10887,240,224,2018
Norfolk,VA,51710,138545,13521,15727,2018
Norfolk,MA,25021,568165,33115,32886,2018
Norman,MN,27107,5372,119,127,2018
North Slope,AK,2185,5205,55,99,2018
Northampton,PA,42095,244098,11150,9827,2018
Northampton,NC,37131,12361,371,429,2018
Northampton,VA,51131,9282,202,217,2018
Northumberland,PA,42097,69507,2059,1917,2018
Northumberland,VA,51133,9351,168,234,2018
Northwest Arctic,AK,2188,4508,46,116,2018
Norton,VA,51720,2553,226,169,2018
Norton,KS,20137,3851,0,0,2018
Nottoway,VA,51135,10119,242,232,2018
Nowata,OK,40105,7185,267,300,2018
Noxubee,MS,28103,7775,66,143,2018
Nuckolls,NE,31129,3513,0,0,2018
Nueces,TX,48355,250233,9196,10429,2018
Nye,NV,32023,28407,2141,847,2018
O'Brien,IA,19141,11718,196,282,2018
Oakland,MI,26125,1018756,44243,47085,2018
Obion,TN,47131,23217,597,694,2018
Ocean,NJ,34029,492919,19276,14737,2018
Oceana,MI,26127,20635,859,766,2018
Ochiltree,TX,48357,8572,0,40,2018
Oconee,GA,13219,32306,1982,1321,2018
Oconee,SC,45073,55398,1531,1298,2018
Oconto,WI,55083,31225,1336,981,2018
Ogemaw,MI,26129,15007,628,297,2018
Oglala Lakota,SD,46102,8601,196,218,2018
Ogle,IL,17141,42895,1547,1329,2018
Oglethorpe,GA,13221,9981,547,460,2018
Ohio,IN,18115,4454,277,219,2018
Ohio,KY,21183,17786,398,653,2018
Ohio,WV,54069,31325,958,926,2018
Okaloosa,FL,12091,154721,10278,9232,2018
Okanogan,WA,53047,31688,1022,818,2018
Okeechobee,FL,12093,25326,952,547,2018
Okfuskee,OK,40107,7184,139,118,2018
Oklahoma,OK,40109,552994,26402,28574,2018
Okmulgee,OK,40111,25134,1182,1140,2018
Oktibbeha,MS,28105,28070,849,1069,2018
Oldham,TX,48359,1646,0,0,2018
Oldham,KY,21185,52531,2638,2088,2018
Oliver,ND,38065,1597,0,0,2018
Olmsted,MN,27109,131708,3382,3982,2018
Oneida,NY,36065,172258,2972,3529,2018
Oneida,ID,16071,3553,73,0,2018
Oneida,WI,55085,30409,1052,765,2018
Onondaga,NY,36067,358482,7724,9283,2018
Onslow,NC,37133,124909,11013,11336,2018
Ontario,NY,36069,87670,3159,2901,2018
Ontonagon,MI,26131,4140,0,0,2018
Orange,TX,48361,61418,2258,2932,2018
Orange,IN,18117,14569,416,346,2018
Orange,VT,50017,22977,903,843,2018
Orange,CA,6059,2590641,92963,108874,2018
Orange,NC,37135,98090,6543,7054,2018
Orange,NY,36071,312123,12783,11803,2018
Orange,VA,51137,27311,1764,1467,2018
Orange,FL,12095,969055,74391,76834,2018
Orangeburg,SC,45075,58429,1709,2052,2018
Oregon,MO,29149,6807,106,210,2018
Orleans,NY,36073,29827,1024,1007,2018
Orleans,VT,50019,21605,421,393,2018
Orleans,LA,22071,225492,13567,16019,2018
Osage,OK,40113,29748,2261,2198,2018
Osage,KS,20139,12540,511,468,2018
Osage,MO,29151,10912,269,178,2018
Osborne,KS,20141,2947,0,0,2018
Osceola,MI,26133,16936,639,716,2018
Osceola,FL,12097,257715,27450,23381,2018
Osceola,IA,19143,5158,60,98,2018
Oscoda,MI,26135,5784,34,51,2018
Oswego,NY,36075,87225,2325,2227,2018
Otero,NM,35035,42921,1841,1648,2018
Otero,CO,8089,13183,250,316,2018
Otoe,NE,31131,13071,401,508,2018
Otsego,NY,36077,41687,1165,1247,2018
Otsego,MI,26137,19794,610,498,2018
Ottawa,KS,20143,4715,156,133,2018
Ottawa,MI,26139,235904,10296,9247,2018
Ottawa,OK,40115,21164,731,718,2018
Ottawa,OH,39123,33099,1333,1088,2018
Otter Tail,MN,27111,48860,1385,1074,2018
Ouachita,LA,22073,111162,2938,3630,2018
Ouachita,AR,5103,16169,274,392,2018
Ouray,CO,8091,3627,134,128,2018
Outagamie,WI,55087,157465,7308,7087,2018
Overton,TN,47133,15709,655,594,2018
Owen,IN,18119,15874,918,740,2018
Owen,KY,21187,7656,231,185,2018
Owsley,KY,21189,2448,0,0,2018
Owyhee,ID,16073,8574,588,571,2018
Oxford,ME,23017,41072,1602,1284,2018
Ozark,MO,29153,6064,55,172,2018
Ozaukee,WI,55089,78364,3194,2560,2018
Pacific,WA,53049,15616,782,390,2018
Page,VA,51139,18000,371,305,2018
Page,IA,19145,10852,138,146,2018
Palm Beach,FL,12099,1068359,56413,50277,2018
Palo Alto,IA,19147,7167,97,82,2018
Palo Pinto,TX,48363,19913,998,686,2018
Pamlico,NC,37137,8417,261,184,2018
Panola,MS,28107,25247,770,822,2018
Panola,TX,48365,17406,471,460,2018
Park,MT,30067,12825,301,298,2018
Park,WY,56029,23898,309,370,2018
Park,CO,8093,11199,1028,493,2018
Parke,IN,18121,12137,405,430,2018
Parker,TX,48367,105309,9341,5832,2018
Parmer,TX,48369,7871,143,198,2018
Pasco,FL,12101,365423,32495,21470,2018
Pasquotank,NC,37139,27987,1036,1060,2018
Passaic,NJ,34031,415279,15615,18975,2018
Patrick,VA,51141,12437,269,225,2018
Paulding,OH,39125,15136,480,494,2018
Paulding,GA,13223,117427,10399,7545,2018
Pawnee,NE,31133,2107,0,0,2018
Pawnee,OK,40117,10776,716,564,2018
Pawnee,KS,20145,4524,40,42,2018
Payette,ID,16075,18180,1142,895,2018
Payne,OK,40119,46739,1825,2369,2018
Peach,GA,13225,17507,1235,1254,2018
Pearl River,MS,28109,37605,1402,1315,2018
Pecos,TX,48371,10612,166,159,2018
Pembina,ND,38067,5798,46,81,2018
Pemiscot,MO,29155,10620,203,435,2018
Pend Oreille,WA,53051,8900,394,439,2018
Pender,NC,37141,41334,2485,1851,2018
Pendleton,KY,21191,10722,515,586,2018
Pendleton,WV,54071,5547,0,0,2018
Pennington,MN,27113,11175,264,289,2018
Pennington,SD,46103,85837,3123,2806,2018
Penobscot,ME,23019,107855,2728,3075,2018
Peoria,IL,17143,142644,4001,5348,2018
Pepin,WI,55091,6036,226,183,2018
Perkins,NE,31135,2520,0,0,2018
Perkins,SD,46105,2363,0,0,2018
Perquimans,NC,37143,9289,362,311,2018
Perry,OH,39127,25767,1334,1217,2018
Perry,PA,42099,38308,1386,1150,2018
Perry,IN,18123,14252,260,271,2018
Perry,MS,28111,8068,291,355,2018
Perry,AR,5105,6794,279,268,2018
Perry,IL,17145,14862,369,474,2018
Perry,AL,1105,6339,0,89,2018
Perry,KY,21193,17892,222,280,2018
Perry,TN,47135,5463,0,0,2018
Perry,MO,29157,15548,185,294,2018
Pershing,NV,32027,3375,116,114,2018
Person,NC,37145,28787,924,691,2018
Petersburg,VA,51730,19209,2037,2329,2018
Petroleum,MT,30069,336,0,0,2018
Pettis,MO,29159,32163,780,1031,2018
Phelps,NE,31137,7504,111,80,2018
Phelps,MO,29161,28839,791,1014,2018
Philadelphia,PA,42101,1002127,43829,55400,2018
Phillips,AR,5107,11883,54,247,2018
Phillips,MT,30071,3271,0,0,2018
Phillips,KS,20147,4454,0,0,2018
Phillips,CO,8095,3624,0,0,2018
Piatt,IL,17147,13644,580,423,2018
Pickaway,OH,39129,41250,2652,1974,2018
Pickens,AL,1107,13072,272,331,2018
Pickens,SC,45077,82106,3943,3907,2018
Pickens,GA,13227,24357,1496,1067,2018
Pickett,TN,47137,3607,42,98,2018
Pierce,GA,13229,13458,569,454,2018
Pierce,ND,38069,3390,0,0,2018
Pierce,NE,31139,6259,131,96,2018
Pierce,WI,55093,31376,1581,1456,2018
Pierce,WA,53053,670296,48764,42713,2018
Pike,PA,42103,43118,2280,1458,2018
Pike,IN,18125,9636,312,257,2018
Pike,MS,28113,28002,689,683,2018
Pike,IL,17149,12091,48,135,2018
Pike,GA,13231,13635,910,564,2018
Pike,MO,29163,12704,315,319,2018
Pike,AL,1109,19867,617,736,2018
Pike,OH,39131,19467,595,716,2018
Pike,KY,21195,35809,658,574,2018
Pike,AR,5109,7346,176,279,2018
Pima,AZ,4019,735174,27971,22621,2018
Pinal,AZ,4021,256932,26258,17646,2018
Pine,MN,27115,20409,958,721,2018
Pinellas,FL,12103,671100,39831,34344,2018
Pipestone,MN,27117,7872,60,63,2018
Piscataquis,ME,23021,11589,319,299,2018
Pitkin,CO,8097,13010,407,629,2018
Pitt,NC,37147,115389,4447,4558,2018
Pittsburg,OK,40121,29744,652,659,2018
Pittsylvania,VA,51143,45745,1477,1334,2018
Piute,UT,49031,985,0,0,2018
Placer,CA,6061,313422,22529,16058,2018
Plaquemines,LA,22075,17033,874,749,2018
Platte,WY,56031,6889,47,49,2018
Platte,NE,31141,29697,587,746,2018
Platte,MO,29165,78637,6351,5658,2018
Pleasants,WV,54073,5482,102,73,2018
Plumas,CA,6063,13729,456,235,2018
Plymouth,IA,19149,21825,538,547,2018
Plymouth,MA,25023,422356,17839,15575,2018
Pocahontas,WV,54075,5981,0,0,2018
Pocahontas,IA,19151,5610,42,38,2018
Poinsett,AR,5111,15481,525,658,2018
Pointe Coupee,LA,22077,16358,453,604,2018
Polk,IA,19153,385678,13777,13687,2018
Polk,AR,5113,13442,0,61,2018
Polk,NE,31143,4453,72,97,2018
Polk,TX,48373,37092,2401,1890,2018
Polk,OR,41053,60181,4432,4125,2018
Polk,TN,47139,11699,596,549,2018
Polk,WI,55095,35982,1463,1119,2018
Polk,MO,29167,22051,883,815,2018
Polk,NC,37149,14153,521,567,2018
Polk,FL,12105,485526,34060,21435,2018
Polk,GA,13233,29434,1488,1199,2018
Polk,MN,27119,24772,733,774,2018
Pondera,MT,30073,4490,0,63,2018
Pontotoc,MS,28115,23722,1000,911,2018
Pontotoc,OK,40123,26840,727,901,2018
Pope,MN,27121,9358,202,199,2018
Pope,AR,5115,44484,1215,1418,2018
Pope,IL,17151,2627,0,33,2018
Poquoson,VA,51735,10021,475,351,2018
Portage,OH,39133,115429,5812,5555,2018
Portage,WI,55097,54958,1455,1592,2018
Porter,IN,18127,137271,6439,5113,2018
Portsmouth,VA,51740,62938,5527,5700,2018
Posey,IN,18129,21015,780,785,2018
Pottawatomie,OK,40125,48718,2300,2172,2018
Pottawatomie,KS,20149,20363,685,702,2018
Pottawattamie,IA,19155,71010,2356,2439,2018
Potter,TX,48375,82626,5157,6156,2018
Potter,PA,42105,12792,165,242,2018
Potter,SD,46107,1925,0,0,2018
Powder River,MT,30075,1322,0,0,2018
Powell,KY,21197,8558,245,241,2018
Powell,MT,30077,4019,0,40,2018
Power,ID,16077,6419,256,188,2018
Poweshiek,IA,19157,13706,365,256,2018
Powhatan,VA,51145,23615,1268,888,2018
Prairie,MT,30079,846,0,0,2018
Prairie,AR,5117,5696,173,274,2018
Pratt,KS,20151,7183,0,82,2018
Preble,OH,39135,32117,1048,1045,2018
Prentiss,MS,28117,17109,524,575,2018
Presidio,TX,48377,7051,54,341,2018
Presque Isle,MI,26141,10133,171,170,2018
Preston,WV,54077,23865,463,425,2018
Price,WI,55099,11192,133,89,2018
Prince Edward,VA,51147,12057,442,412,2018
Prince George,VA,51149,24628,2683,1943,2018
Prince George's,MD,24033,689293,40323,48156,2018
Prince William,VA,51153,373366,26951,27513,2018
Providence,RI,44007,475160,15515,17544,2018
Prowers,CO,8099,8740,0,38,2018
Pueblo,CO,8101,116017,3424,2654,2018
Pulaski,VA,51155,23398,776,721,2018
Pulaski,GA,13235,5828,175,194,2018
Pulaski,KY,21199,45238,908,753,2018
Pulaski,IL,17153,3897,0,46,2018
Pulaski,MO,29169,29454,2463,2351,2018
Pulaski,IN,18131,9739,239,351,2018
Pulaski,AR,5119,283704,11145,12768,2018
Pushmataha,OK,40127,7243,128,58,2018
Putnam,IL,17155,4803,189,162,2018
Putnam,GA,13237,14998,554,465,2018
Putnam,OH,39137,30191,491,534,2018
Putnam,FL,12107,46511,2158,1973,2018
Putnam,MO,29171,3527,0,35,2018
Putnam,WV,54079,44820,1847,1438,2018
Putnam,NY,36079,81333,4096,3573,2018
Putnam,IN,18133,26543,1374,1344,2018
Putnam,TN,47141,52905,2279,2135,2018
Quay,NM,35037,5656,0,38,2018
Queen Anne's,MD,24035,40313,1906,1381,2018
Queens,NY,36081,1813265,69676,106984,2018
Quitman,GA,13239,1339,0,70,2018
Quitman,MS,28119,4716,0,119,2018
Rabun,GA,13241,12021,258,125,2018
Racine,WI,55101,158708,5779,5183,2018
Radford,VA,51750,7024,531,545,2018
Rains,TX,48379,7565,582,318,2018
Raleigh,WV,54081,51896,845,760,2018
Ralls,MO,29173,8026,280,376,2018
Ramsey,MN,27123,412128,27244,30479,2018
Ramsey,ND,38071,9152,186,156,2018
Randall,TX,48381,100815,7024,6027,2018
Randolph,IL,17157,22937,482,517,2018
Randolph,MO,29175,17408,434,465,2018
Randolph,AR,5121,12263,392,321,2018
Randolph,AL,1111,15607,452,460,2018
Randolph,GA,13243,4299,0,0,2018
Randolph,NC,37151,108319,3791,3719,2018
Randolph,IN,18135,19669,594,743,2018
Randolph,WV,54083,19895,244,280,2018
Rankin,MS,28121,112816,5098,4236,2018
Ransom,ND,38073,4458,51,61,2018
Rapides,LA,22079,95939,2284,2679,2018
Rappahannock,VA,51157,5561,154,161,2018
Ravalli,MT,30081,32502,969,791,2018
Rawlins,KS,20153,2120,0,0,2018
Ray,MO,29177,17821,916,785,2018
Reagan,TX,48383,2851,0,0,2018
Real,TX,48385,2544,0,0,2018
Red Lake,MN,27125,3258,64,58,2018
Red River,TX,48387,8521,229,300,2018
Red River,LA,22081,5790,168,149,2018
Red Willow,NE,31145,8303,70,0,2018
Redwood,MN,27127,12761,226,226,2018
Reeves,TX,48389,8669,57,169,2018
Refugio,TX,48391,5052,115,117,2018
Reno,KS,20155,46812,1002,1084,2018
Rensselaer,NY,36083,119305,5648,5435,2018
Renville,MN,27129,12306,270,207,2018
Renville,ND,38075,2059,63,59,2018
Republic,KS,20157,3934,42,0,2018
Reynolds,MO,29179,4222,0,0,2018
Rhea,TN,47143,23249,645,720,2018
Rice,MN,27131,50556,1809,2015,2018
Rice,KS,20159,7136,190,205,2018
Rich,UT,49033,1906,0,0,2018
Richardson,NE,31147,6337,0,31,2018
Richland,ND,38077,12897,329,289,2018
Richland,OH,39139,92312,2735,2347,2018
Richland,WI,55103,13511,403,403,2018
Richland,LA,22083,14112,481,613,2018
Richland,MT,30083,9108,0,169,2018
Richland,IL,17159,12644,119,120,2018
Richland,SC,45079,273115,17857,17841,2018
Richmond,VA,51159,5702,276,153,2018
Richmond,VA,51760,126344,13463,15198,2018
Richmond,NC,37153,30671,551,727,2018
Richmond,GA,13245,129072,7579,9110,2018
Richmond,NY,36085,379907,14721,15058,2018
Riley,KS,20161,35905,2193,2961,2018
Ringgold,IA,19159,3656,0,31,2018
Rio Arriba,NM,35039,26253,807,889,2018
Rio Blanco,CO,8103,4822,59,49,2018
Rio Grande,CO,8105,9666,186,272,2018
Ripley,IN,18137,23167,1015,924,2018
Ripley,MO,29181,8841,149,217,2018
Ritchie,WV,54085,6933,90,101,2018
Riverside,CA,6065,1800485,103705,84083,2018
Roane,TN,47145,38623,1660,1488,2018
Roane,WV,54087,9440,220,180,2018
Roanoke,VA,51161,75595,4205,3959,2018
Roanoke,VA,51770,65781,3778,4560,2018
Roberts,TX,48393,656,0,0,2018
Roberts,SD,46109,7846,48,74,2018
Robertson,TN,47147,56980,3398,2888,2018
Robertson,TX,48395,12667,545,539,2018
Robertson,KY,21201,1485,0,0,2018
Robeson,NC,37155,84575,1701,2566,2018
Rock,WI,55105,131561,3680,3299,2018
Rock,MN,27133,8165,150,110,2018
Rock,NE,31149,1036,0,0,2018
Rock Island,IL,17161,112762,3077,3605,2018
Rockbridge,VA,51163,16437,535,460,2018
Rockcastle,KY,21203,10717,256,371,2018
Rockdale,GA,13247,60803,5529,5398,2018
Rockingham,NH,33015,261437,13793,12191,2018
Rockingham,NC,37157,66228,2106,1869,2018
Rockingham,VA,51165,65407,2518,1965,2018
Rockland,NY,36087,275607,7753,8180,2018
Rockwall,TX,48397,77091,7339,5275,2018
Roger Mills,OK,40129,2681,0,61,2018
Rogers,OK,40131,70019,4311,3749,2018
Rolette,ND,38079,9832,0,198,2018
Rooks,KS,20163,3985,40,46,2018
Roosevelt,MT,30085,7324,0,0,2018
Roosevelt,NM,35041,12561,305,364,2018
Roscommon,MI,26143,16561,696,395,2018
Roseau,MN,27135,13136,35,114,2018
Rosebud,MT,30087,6960,74,112,2018
Ross,OH,39141,53237,1669,1450,2018
Routt,CO,8107,19207,407,456,2018
Rowan,KY,21205,14289,573,429,2018
Rowan,NC,37159,104376,4402,4072,2018
Runnels,TX,48399,7622,170,261,2018
Rush,KS,20165,2465,0,0,2018
Rush,IN,18139,13187,564,609,2018
Rusk,TX,48401,36464,1954,1773,2018
Rusk,WI,55107,10964,232,234,2018
Russell,AL,1113,36178,3460,2909,2018
Russell,KS,20167,5286,66,73,2018
Russell,KY,21207,12344,312,241,2018
Russell,VA,51167,17283,503,468,2018
Rutherford,TN,47149,239883,15216,12300,2018
Rutherford,NC,37161,44560,1081,913,2018
Rutland,VT,50021,47425,643,734,2018
Sabine,TX,48403,7010,287,106,2018
Sabine,LA,22085,16134,324,272,2018
Sac,IA,19161,8198,115,138,2018
Sacramento,CA,6067,1174299,52030,49020,2018
Sagadahoc,ME,23023,28171,1512,1313,2018
Saginaw,MI,26145,144878,3508,4165,2018
Saguache,CO,8109,2779,103,126,2018
Salem,NJ,34033,49668,1929,1680,2018
Salem,VA,51775,17848,1328,1285,2018
Saline,KS,20169,42744,1086,1062,2018
Saline,AR,5125,88869,4719,3901,2018
Saline,NE,31151,11668,309,294,2018
Saline,MO,29195,16333,261,300,2018
Saline,IL,17165,17668,325,210,2018
Salt Lake,UT,49035,910635,38210,40913,2018
Saluda,SC,45081,14394,699,617,2018
Sampson,NC,37163,46453,1569,1510,2018
San Augustine,TX,48405,5478,46,182,2018
San Benito,CA,6069,52514,3623,1964,2018
San Bernardino,CA,6071,1617809,88814,82172,2018
San Diego,CA,6073,2642050,101164,113116,2018
San Francisco,CA,6075,638077,40612,51879,2018
San Jacinto,TX,48407,17261,1579,1341,2018
San Joaquin,CA,6077,589339,28422,21801,2018
San Juan,NM,35045,86281,2361,3407,2018
San Juan,UT,49037,8964,408,237,2018
San Juan,WA,53055,12888,428,235,2018
San Juan,CO,8111,436,0,0,2018
San Luis Obispo,CA,6079,209995,8476,7281,2018
San Mateo,CA,6081,634154,33952,41758,2018
San Miguel,NM,35047,17135,374,535,2018
San Miguel,CO,8113,5946,42,153,2018
San Patricio,TX,48409,51766,2816,3363,2018
San Saba,TX,48411,4132,0,0,2018
Sanborn,SD,46111,1957,0,0,2018
Sanders,MT,30089,8316,50,69,2018
Sandoval,NM,35043,107298,6857,5301,2018
Sandusky,OH,39143,47155,1570,1720,2018
Sangamon,IL,17167,159464,3241,3686,2018
Sanilac,MI,26151,32260,1290,993,2018
