Date,Location,Demographic_Category,census,Up_to_date,Up_to_date_pct_agegroup
07/12/2023,LA,Female_Ages_<2yrs,57352,36,0.1
07/12/2023,MD,Female_Ages_2-4_yrs,108104,3418,3.2
07/12/2023,MI,Female_Ages_65+_yrs,973991,487571,50.1
07/12/2023,MD,Female_Ages_25-39_yrs,625864,117663,18.8
07/12/2023,MI,Female_Ages_65-74_yrs,547810,274982,50.2
07/12/2023,MI,Sex_Unknown,,2741,
07/12/2023,MP,Female_Ages_<5yrs,1737,39,2.2
07/12/2023,MT,Male_Ages_65-74_yrs,61953,,
07/12/2023,MS,Male_Ages_2-4_yrs,56490,25,0
07/12/2023,MS,Male_Ages_5-11_yrs,137992,828,0.6
07/12/2023,NJ,Female_Ages_65-74_yrs,449468,,
07/12/2023,NJ,Sex_Unknown,,,
07/12/2023,NV,Ages_18-24_yrs,250220,13131,5.2
07/12/2023,OK,Ages_65+_yrs,635132,254078,40
07/12/2023,TN,Sex_Unknown,,1978,
07/12/2023,PR,Ages_18-24_yrs,303277,10077,3.3
07/12/2023,VA,Age_Unknown,,,
07/12/2023,VI,Female_Ages_75+_yrs,4522,709,15.7
07/12/2023,UT,Female_Ages_65-74_yrs,114222,55873,48.9
07/12/2023,WV,Ages_25-49_yrs,541971,34467,6.4
07/12/2023,WV,Ages_<5yrs,93025,22,0
07/12/2023,WY,Male_Ages_5-11_yrs,27212,524,1.9
07/12/2023,AZ,Ages_<2yrs,164994,736,0.4
07/12/2023,AR,Female_Ages_25-49_yrs,476363,33299,7
07/12/2023,AL,Sex_Female,2533668,219595,8.7
07/12/2023,CA,Female_Ages_2-4_yrs,712118,16511,2.3
07/12/2023,CA,Male_Ages_25-39_yrs,4542838,611810,13.5
07/12/2023,GA,Ages_<5yrs,656566,5603,0.9
07/12/2023,IA,Ages_25-49_yrs,961581,121683,12.7
07/12/2023,ID,Male_Ages_65-74_yrs,85990,,
07/12/2023,HI,Male_Ages_18-24_yrs,64496,5068,7.9
07/12/2023,GU,Male_Ages_65+_yrs,7493,,
07/12/2023,ID,Female_Ages_50-64_yrs,161278,,
07/12/2023,IN,Ages_25-39_yrs,1317952,81371,6.2
07/12/2023,KY,Ages_2-4_yrs,165344,1057,0.6
07/12/2023,MA,Female_Ages_5-11_yrs,253547,34422,13.6
07/12/2023,MI,Female_Ages_<5yrs,277169,5679,2
07/12/2023,MA,Female_Ages_25-39_yrs,719010,200252,27.9
07/12/2023,MH,Male_Ages_<5yrs,4356,,
07/12/2023,MN,Ages_40-49_yrs,665605,170436,25.6
07/12/2023,MN,Sex_Female,2829821,889383,31.4
07/12/2023,MT,Ages_25-39_yrs,207083,,
07/12/2023,MO,Female_Ages_2-4_yrs,109656,1487,1.4
07/12/2023,MS,Female_Ages_2-4_yrs,55232,22,0
07/12/2023,NV,Ages_12-17_yrs,234285,11071,4.7
07/12/2023,OH,Female_Ages_75+_yrs,511636,231367,45.2
07/12/2023,UT,Ages_65-74_yrs,219466,106673,48.6
07/12/2023,RI,Ages_5-11_yrs,77349,6002,7.8
07/12/2023,VT,Ages_75+_yrs,49833,41264,82.8
07/12/2023,SC,Female_Ages_<2yrs,55280,,
07/12/2023,VT,Male_Ages_18-24_yrs,33799,4171,12.3
07/12/2023,TN,Female_Ages_65+_yrs,636974,205121,32.2
07/12/2023,WI,Sex_Unknown,,3625,
07/12/2023,VA,Ages_<5yrs,505477,11991,2.4
07/12/2023,WA,Ages_5-11_yrs,657492,68290,10.4
07/12/2023,VA,Female_Ages_50-64_yrs,860579,259776,30.2
07/12/2023,WA,Ages_40-49_yrs,945584,247468,26.2
07/12/2023,VI,Male_Ages_25-39_yrs,8792,120,1.4
07/12/2023,WA,Male_Ages_12-17_yrs,280233,40841,14.6
07/12/2023,WA,Female_Ages_25-49_yrs,1300789,326259,25.1
07/12/2023,WA,Male_Ages_18-24_yrs,343380,33772,9.8
07/12/2023,PW,Female_Ages_12-17_yrs,1028,,
07/12/2023,PW,Male_Ages_12-17_yrs,1034,,
07/12/2023,AS,Male_Ages_<5yrs,2202,,
07/12/2023,AZ,Male_Ages_12-17_yrs,289347,24821,8.6
07/12/2023,GA,Female_Ages_75+_yrs,350253,118935,34
07/12/2023,GU,Age_Unknown,,,
07/12/2023,IL,Ages_2-4_yrs,457275,10552,2.3
07/12/2023,IL,Ages_40-49_yrs,1587108,285421,18
07/12/2023,KY,Female_Ages_65-74_yrs,238221,88525,37.2
07/12/2023,LA,Ages_65-74_yrs,442534,112837,25.5
07/12/2023,KY,Female_Ages_<5yrs,132696,901,0.7
07/12/2023,MH,Female_Ages_25-49_yrs,12708,,
07/12/2023,MH,Male_Ages_65-74_yrs,1399,,
07/12/2023,MP,Ages_25-39_yrs,7422,842,11.3
07/12/2023,MT,Female_Ages_75+_yrs,44750,,
07/12/2023,ND,Age_Unknown,,,
07/12/2023,MS,Male_Ages_12-17_yrs,124573,2048,1.6
07/12/2023,OH,Age_Unknown,,,
07/12/2023,OH,Ages_<2yrs,269734,4233,1.6
07/12/2023,NM,Ages_75+_yrs,153123,94240,61.5
07/12/2023,NV,Ages_<5yrs,185575,871,0.5
07/12/2023,NJ,Female_Ages_<5yrs,251641,,
07/12/2023,OK,Male_Ages_65-74_yrs,172196,66071,38.4
07/12/2023,PR,Female_Ages_65-74_yrs,201520,50204,24.9
07/12/2023,VT,Ages_50-64_yrs,136095,53816,39.5
07/12/2023,TN,Ages_2-4_yrs,247786,,
07/12/2023,TN,Female_Ages_18-24_yrs,301397,13559,4.5
07/12/2023,TN,Female_Ages_40-49_yrs,432476,36454,8.4
07/12/2023,WV,Male_Ages_65-74_yrs,104127,32664,31.4
07/12/2023,WI,Ages_<2yrs,127624,3633,2.8
07/12/2023,VA,Female_Ages_25-39_yrs,877303,139056,15.9
07/12/2023,WI,Ages_65+_yrs,1017243,642969,63.2
07/12/2023,WV,Ages_40-49_yrs,221554,17263,7.8
07/12/2023,WV,Male_Ages_12-17_yrs,64449,1903,3
07/12/2023,TX,Male_Ages_<2yrs,388546,,
07/12/2023,PW,Female_Ages_50-64_yrs,2283,,
07/12/2023,AR,Ages_75+_yrs,221053,87775,39.7
07/12/2023,AZ,Male_Ages_50-64_yrs,627566,124696,19.9
07/12/2023,AL,Female_Ages_2-4_yrs,88242,125,0.1
07/12/2023,AL,Age_Unknown,,,
07/12/2023,AL,Female_Ages_40-49_yrs,309291,17099,5.5
07/12/2023,CA,Male_Ages_<5yrs,1220085,29122,2.4
07/12/2023,CO,Female_Ages_65-74_yrs,272545,162971,59.8
07/12/2023,CA,Ages_<5yrs,2383716,57358,2.4
07/12/2023,FL,Ages_<5yrs,1139742,3740,0.3
07/12/2023,CT,Female_Ages_65-74_yrs,188599,121770,64.6
07/12/2023,CT,Male_Ages_18-24_yrs,174772,16891,9.7
07/12/2023,GA,Female_Ages_40-49_yrs,717313,67275,9.4
07/12/2023,FL,Male_Ages_<2yrs,227774,629,0.3
07/12/2023,GU,Female_Ages_75+_yrs,2962,,
07/12/2023,IA,Male_Ages_<2yrs,38767,757,2
07/12/2023,IN,Ages_25-49_yrs,2133535,150834,7.1
07/12/2023,HI,Female_Ages_<2yrs,16361,324,2
07/12/2023,IN,Age_Unknown,,,
07/12/2023,KS,Female_Ages_50-64_yrs,272193,61565,22.6
07/12/2023,MH,Male_Ages_2-4_yrs,2589,,
07/12/2023,ME,Male_Ages_18-24_yrs,54877,5250,9.6
07/12/2023,MO,Female_Ages_65-74_yrs,325644,140206,43.1
07/12/2023,MH,Male_Ages_18-24_yrs,5094,,
07/12/2023,MP,Age_Unknown,,,
07/12/2023,NC,Male_Ages_5-11_yrs,454474,14052,3.1
07/12/2023,MT,Female_Ages_50-64_yrs,106739,,
07/12/2023,MS,Female_Ages_<2yrs,35059,16,0
07/12/2023,NH,Female_Ages_75+_yrs,58272,38247,65.6
07/12/2023,ND,Female_Ages_65+_yrs,64523,,
07/12/2023,NY,Sex_Female,10005715,1972915,19.7
07/12/2023,OH,Female_Ages_65+_yrs,1144245,517240,45.2
07/12/2023,OH,Sex_Unknown,,7956,
07/12/2023,PR,Ages_2-4_yrs,75500,174,0.2
07/12/2023,RI,Sex_Male,515675,126945,24.6
07/12/2023,OK,Male_Ages_12-17_yrs,163761,6541,4
07/12/2023,RI,Male_Ages_25-49_yrs,169292,27573,16.3
07/12/2023,VI,Sex_Male,50633,2253,4.4
07/12/2023,SD,Ages_75+_yrs,62655,37068,59.2
07/12/2023,WA,Female_Ages_<5yrs,221988,11129,5
07/12/2023,WY,Ages_<2yrs,13274,,
07/12/2023,WV,Male_Ages_65+_yrs,167392,57304,34.2
07/12/2023,VA,Male_Ages_18-24_yrs,411799,32437,7.9
07/12/2023,WI,Ages_65-74_yrs,594748,361554,60.8
07/12/2023,VI,Sex_Unknown,,26,
07/12/2023,WV,Male_Ages_<2yrs,18368,,
07/12/2023,WY,Male_Ages_25-49_yrs,94964,4973,5.2
07/12/2023,AK,Female_Ages_65-74_yrs,29793,14894,50
07/12/2023,AK,Ages_50-64_yrs,136166,27702,20.3
07/12/2023,AK,Male_Ages_18-24_yrs,38550,1678,4.4
07/12/2023,AR,Female_Ages_<2yrs,35753,112,0.3
07/12/2023,AK,Ages_65+_yrs,91588,44835,49
07/12/2023,AK,Female_Ages_<2yrs,9717,57,0.6
07/12/2023,DE,Female_Ages_12-17_yrs,34417,,
07/12/2023,FL,Female_Ages_12-17_yrs,710279,25968,3.7
07/12/2023,FL,Male_Ages_5-11_yrs,838717,14378,1.7
07/12/2023,IN,Male_Ages_50-64_yrs,629457,82558,13.1
07/12/2023,KY,Ages_65+_yrs,750564,290622,38.7
07/12/2023,MD,Male_Ages_25-49_yrs,980946,163785,16.7
07/12/2023,MD,Ages_40-49_yrs,757459,175110,23.1
07/12/2023,MH,Male_Ages_40-49_yrs,4211,,
07/12/2023,MH,Female_Ages_65-74_yrs,1362,,
07/12/2023,MS,Female_Ages_25-49_yrs,480801,17186,3.6
07/12/2023,MN,Female_Ages_18-24_yrs,246217,42940,17.4
07/12/2023,MO,Male_Ages_65+_yrs,470355,208740,44.4
07/12/2023,MT,Sex_Male,538066,,
07/12/2023,NC,Male_Ages_75+_yrs,287360,144661,50.3
07/12/2023,NE,Female_Ages_<2yrs,24674,435,1.8
07/12/2023,NJ,Female_Ages_75+_yrs,387925,,
07/12/2023,NJ,Male_Ages_<5yrs,263049,,
07/12/2023,ND,Ages_65-74_yrs,66664,,
07/12/2023,NM,Ages_2-4_yrs,74633,1251,1.7
07/12/2023,NH,Male_Ages_25-49_yrs,210547,26917,12.8
07/12/2023,NH,Ages_25-49_yrs,415539,62898,15.1
07/12/2023,NJ,Male_Ages_5-11_yrs,382494,,
07/12/2023,NM,Female_Ages_12-17_yrs,81993,9842,12
07/12/2023,PR,Female_Ages_12-17_yrs,111311,3390,3
07/12/2023,RI,Female_Ages_65+_yrs,105649,66792,63.2
07/12/2023,OK,Ages_5-11_yrs,376215,7156,1.9
07/12/2023,PA,Female_Ages_<2yrs,132816,3365,2.5
07/12/2023,VI,Male_Ages_18-24_yrs,3504,25,0.7
07/12/2023,SD,Female_Ages_<5yrs,29784,84,0.3
07/12/2023,SD,Sex_Male,446757,74483,16.7
07/12/2023,VT,Female_Ages_12-17_yrs,19889,4994,25.1
07/12/2023,TN,Male_Ages_75+_yrs,190047,73881,38.9
07/12/2023,WI,Ages_25-39_yrs,1114723,159115,14.3
07/12/2023,UT,Sex_Male,1614917,239940,14.9
07/12/2023,WY,Female_Ages_50-64_yrs,54847,8591,15.7
07/12/2023,VT,Female_Ages_40-49_yrs,36154,12536,34.7
07/12/2023,WI,Sex_Female,2925225,765862,26.2
07/12/2023,TX,Female_Ages_75+_yrs,867005,,
07/12/2023,PW,Female_Ages_2-4_yrs,330,,
07/12/2023,PW,Male_Ages_65+_yrs,510,,
07/12/2023,CO,Ages_75+_yrs,320281,215388,67.2
07/12/2023,CA,Male_Ages_12-17_yrs,1545962,170368,11
07/12/2023,AZ,Ages_12-17_yrs,567579,49926,8.8
07/12/2023,DC,Ages_65-74_yrs,50219,34577,68.9
07/12/2023,CA,Female_Ages_25-49_yrs,6799299,1279240,18.8
07/12/2023,DC,Female_Ages_12-17_yrs,16059,4185,26.1
07/12/2023,FM,Ages_<5yrs,9499,65,0.7
07/12/2023,DC,Ages_2-4_yrs,26604,503,1.9
07/12/2023,GU,Female_Ages_40-49_yrs,9327,,
07/12/2023,FL,Female_Ages_25-49_yrs,3367037,221759,6.6
07/12/2023,ID,Ages_2-4_yrs,71727,,
07/12/2023,HI,Female_Ages_<5yrs,41437,770,1.9
07/12/2023,KS,Female_Ages_<5yrs,90577,1276,1.4
07/12/2023,MA,Female_Ages_2-4_yrs,105362,5068,4.8
07/12/2023,LA,Ages_<2yrs,116986,68,0.1
07/12/2023,MH,Ages_5-11_yrs,11829,,
07/12/2023,MP,Ages_2-4_yrs,2226,58,2.6
07/12/2023,MI,Male_Ages_18-24_yrs,482321,28352,5.9
07/12/2023,MP,Sex_Male,27520,2450,8.9
07/12/2023,NC,Male_Ages_25-49_yrs,1675415,146178,8.7
07/12/2023,NH,Female_Ages_12-17_yrs,46101,5525,12
07/12/2023,NJ,Female_Ages_12-17_yrs,330720,,
07/12/2023,NC,Ages_40-49_yrs,1329766,162580,12.2
07/12/2023,NJ,Ages_75+_yrs,642669,,
07/12/2023,RI,Ages_25-39_yrs,214471,39034,18.2
07/12/2023,OH,Ages_12-17_yrs,889621,61120,6.9
07/12/2023,PA,Ages_<5yrs,697924,16506,2.4
07/12/2023,TN,Female_Ages_2-4_yrs,121321,,
07/12/2023,WI,Male_Ages_65+_yrs,465354,295961,63.6
07/12/2023,TN,Ages_12-17_yrs,516445,19233,3.7
07/12/2023,VI,Ages_12-17_yrs,7918,99,1.3
07/12/2023,WY,Male_Ages_65+_yrs,47760,17620,36.9
07/12/2023,VA,Female_Ages_<2yrs,96647,2757,2.9
07/12/2023,VT,Sex_Female,315673,125769,39.8
07/12/2023,VI,Female_Ages_25-39_yrs,10231,154,1.5
07/12/2023,WI,Ages_50-64_yrs,1195243,326950,27.4
07/12/2023,WV,Female_Ages_2-4_yrs,28053,,
07/12/2023,TX,Sex_Male,14402702,,
07/12/2023,PW,Female_Ages_40-49_yrs,1057,,
07/12/2023,PW,Male_Ages_18-24_yrs,1178,,
07/12/2023,AL,Male_Ages_12-17_yrs,189428,3837,2
07/12/2023,AL,Male_Ages_<2yrs,58791,123,0.2
07/12/2023,AL,Male_Ages_75+_yrs,140618,39759,28.3
07/12/2023,DC,Ages_75+_yrs,37124,27296,73.5
07/12/2023,DE,Male_Ages_65+_yrs,84551,,
07/12/2023,CA,Male_Ages_2-4_yrs,746296,16878,2.3
07/12/2023,CA,Ages_65+_yrs,5838115,3234305,55.4
07/12/2023,DE,Ages_75+_yrs,76048,,
07/12/2023,GA,Ages_40-49_yrs,1384632,121605,8.8
07/12/2023,GA,Male_Ages_65-74_yrs,420951,133895,31.8
07/12/2023,FL,Female_Ages_40-49_yrs,1321122,104813,7.9
07/12/2023,FL,Female_Ages_25-39_yrs,2045915,116946,5.7
07/12/2023,GU,Female_Ages_25-39_yrs,15763,,
07/12/2023,HI,Ages_25-39_yrs,296866,36489,12.3
07/12/2023,ID,Ages_65+_yrs,290670,,
07/12/2023,ID,Male_Ages_5-11_yrs,89457,,
07/12/2023,GU,Female_Ages_65-74_yrs,5606,,
07/12/2023,GU,Male_Ages_<5yrs,8122,,
07/12/2023,IA,Ages_<2yrs,75836,1471,1.9
07/12/2023,IN,Male_Ages_25-39_yrs,662656,34295,5.2
07/12/2023,LA,Ages_50-64_yrs,883521,94046,10.6
07/12/2023,ID,Ages_25-39_yrs,354723,,
07/12/2023,MH,Ages_18-24_yrs,10022,,
07/12/2023,MD,Ages_25-49_yrs,1997236,380404,19
07/12/2023,MH,Male_Ages_12-17_yrs,5012,,
07/12/2023,MP,Ages_65+_yrs,3754,858,22.9
07/12/2023,MO,Ages_40-49_yrs,720159,84169,11.7
07/12/2023,ND,Male_Ages_<5yrs,27791,,
07/12/2023,NV,Sex_Unknown,,676,
07/12/2023,NV,Male_Ages_18-24_yrs,128961,5626,4.4
07/12/2023,PR,Sex_Female,1677973,190930,11.4
07/12/2023,NV,Age_Unknown,,,
07/12/2023,RI,Female_Ages_75+_yrs,49189,29791,60.6
07/12/2023,SD,Male_Ages_65-74_yrs,44559,21512,48.3
07/12/2023,WA,Ages_65-74_yrs,735524,468098,63.6
07/12/2023,SC,Male_Ages_5-11_yrs,221470,,
07/12/2023,TN,Male_Ages_25-39_yrs,688352,32644,4.7
07/12/2023,SD,Male_Ages_25-39_yrs,89937,6942,7.7
07/12/2023,VI,Ages_40-49_yrs,12256,318,2.6
07/12/2023,UT,Male_Ages_25-39_yrs,358290,34754,9.7
07/12/2023,WY,Male_Ages_75+_yrs,17141,7387,43.1
07/12/2023,WV,Female_Ages_18-24_yrs,74197,3534,4.8
07/12/2023,WY,Female_Ages_40-49_yrs,32237,3282,10.2
07/12/2023,TX,Male_Ages_40-49_yrs,1858035,,
07/12/2023,AS,Female_Ages_75+_yrs,575,,
07/12/2023,AZ,Ages_<5yrs,429788,1693,0.4
07/12/2023,CA,Female_Ages_65-74_yrs,1809935,970988,53.6
07/12/2023,CT,Male_Ages_50-64_yrs,369494,110664,30
07/12/2023,CO,Male_Ages_12-17_yrs,223291,29105,13
07/12/2023,FM,Ages_25-39_yrs,24052,3829,15.9
07/12/2023,GU,Male_Ages_40-49_yrs,9538,,
07/12/2023,IA,Ages_40-49_yrs,361158,57611,16
07/12/2023,IN,Ages_65+_yrs,1085743,390801,36
07/12/2023,KS,Female_Ages_75+_yrs,119528,58373,48.8
07/12/2023,KY,Male_Ages_<2yrs,55202,313,0.6
07/12/2023,MH,Female_Ages_12-17_yrs,4828,,
07/12/2023,ME,Female_Ages_5-11_yrs,46802,4696,10
07/12/2023,NC,Female_Ages_65-74_yrs,567132,229088,40.4
07/12/2023,MS,Sex_Female,1533857,117960,7.7
07/12/2023,MO,Ages_65+_yrs,1062037,463661,43.7
07/12/2023,MO,Sex_Male,3012662,425909,14.1
07/12/2023,NH,Female_Ages_5-11_yrs,47424,3268,6.9
07/12/2023,NC,Female_Ages_<5yrs,297923,3634,1.2
07/12/2023,NC,Male_Ages_12-17_yrs,406499,27055,6.7
07/12/2023,NV,Female_Ages_50-64_yrs,289558,56090,19.4
07/12/2023,NV,Ages_<2yrs,71555,314,0.4
07/12/2023,OR,Male_Ages_18-24_yrs,185031,,
07/12/2023,OK,Male_Ages_2-4_yrs,80870,304,0.4
07/12/2023,RI,Ages_2-4_yrs,33089,849,2.6
07/12/2023,OR,Female_Ages_<5yrs,111030,,
07/12/2023,PA,Sex_Male,6274361,1131811,18
07/12/2023,RI,Female_Ages_50-64_yrs,114942,38549,33.5
07/12/2023,PR,Male_Ages_65-74_yrs,164970,45718,27.7
07/12/2023,VI,Male_Ages_50-64_yrs,10766,614,5.7
07/12/2023,WV,Male_Ages_40-49_yrs,111265,7549,6.8
07/12/2023,UT,Male_Ages_25-49_yrs,556364,63954,11.5
07/12/2023,WA,Female_Ages_5-11_yrs,321269,33466,10.4
07/12/2023,WA,Male_Ages_<5yrs,234488,11376,4.9
07/12/2023,WI,Male_Ages_75+_yrs,176877,124888,70.6
07/12/2023,AR,Male_Ages_50-64_yrs,274282,35774,13
07/12/2023,AS,Male_Ages_75+_yrs,474,,
07/12/2023,AR,Male_Ages_75+_yrs,92463,40293,43.6
07/12/2023,AR,Ages_12-17_yrs,239599,9014,3.8
07/12/2023,AS,Female_Ages_18-24_yrs,2789,,
07/12/2023,DC,Female_Ages_50-64_yrs,54334,22954,42.2
07/12/2023,GU,Ages_12-17_yrs,16772,,
07/12/2023,DE,Age_Unknown,,,
07/12/2023,FL,Male_Ages_25-49_yrs,3373333,191761,5.7
07/12/2023,GA,Ages_<2yrs,255907,2429,0.9
07/12/2023,HI,Male_Ages_25-39_yrs,153274,15969,10.4
07/12/2023,FM,Male_Ages_18-24_yrs,6524,929,14.2
07/12/2023,KY,Female_Ages_65+_yrs,417391,158057,37.9
07/12/2023,IL,Male_Ages_25-39_yrs,1316070,161204,12.2
07/12/2023,MH,Ages_50-64_yrs,7700,,
07/12/2023,MA,Ages_25-49_yrs,2271883,581520,25.6
07/12/2023,MI,Male_Ages_65-74_yrs,489770,237922,48.6
07/12/2023,MO,Ages_25-39_yrs,1222932,103572,8.5
07/12/2023,ND,Ages_75+_yrs,53181,,
07/12/2023,MP,Female_Ages_5-11_yrs,2685,169,6.3
07/12/2023,MP,Ages_65-74_yrs,3023,636,21
07/12/2023,MN,Sex_Unknown,,4882,
07/12/2023,MS,Male_Ages_25-49_yrs,460533,12334,2.7
07/12/2023,NJ,Ages_12-17_yrs,674763,,
07/12/2023,NH,Female_Ages_18-24_yrs,60580,7953,13.1
07/12/2023,NY,Male_Ages_<5yrs,576910,7918,1.4
07/12/2023,OH,Ages_2-4_yrs,421094,6014,1.4
07/12/2023,OR,Female_Ages_75+_yrs,170392,,
07/12/2023,PA,Female_Ages_75+_yrs,623327,296605,47.6
07/12/2023,NJ,Male_Ages_25-49_yrs,1438554,,
07/12/2023,OK,Female_Ages_50-64_yrs,367452,65243,17.8
07/12/2023,RI,Sex_Unknown,,721,
07/12/2023,PR,Ages_12-17_yrs,227330,6761,3
07/12/2023,PR,Female_Ages_5-11_yrs,112583,1594,1.4
07/12/2023,SC,Ages_25-49_yrs,1621553,,
07/12/2023,UT,Male_Ages_50-64_yrs,225034,51694,23
07/12/2023,VT,Male_Ages_25-49_yrs,91824,20770,22.6
07/12/2023,VT,Female_Ages_<2yrs,5432,408,7.5
07/12/2023,WY,Female_Ages_2-4_yrs,10335,,
07/12/2023,WI,Ages_12-17_yrs,443955,49400,11.1
07/12/2023,WI,Female_Ages_50-64_yrs,602697,177857,29.5
07/12/2023,UT,Ages_75+_yrs,146406,78646,53.7
07/12/2023,WV,Ages_18-24_yrs,153786,5582,3.6
07/12/2023,VI,Female_Ages_65+_yrs,11260,1617,14.4
07/12/2023,WV,Female_Ages_12-17_yrs,60808,2017,3.3
07/12/2023,TX,Male_Ages_75+_yrs,622196,,
07/12/2023,TX,Ages_65+_yrs,3734229,,
07/12/2023,AK,Male_Ages_<2yrs,10273,51,0.5
07/12/2023,AK,Ages_<5yrs,51080,202,0.4
07/12/2023,AR,Female_Ages_12-17_yrs,116989,4601,3.9
07/12/2023,CT,Female_Ages_50-64_yrs,395372,133009,33.6
07/12/2023,CA,Male_Ages_25-49_yrs,7051172,1088982,15.4
07/12/2023,AZ,Female_Ages_<5yrs,210274,828,0.4
07/12/2023,DC,Female_Ages_65-74_yrs,28586,19066,66.7
07/12/2023,FL,Male_Ages_18-24_yrs,891179,28766,3.2
07/12/2023,GA,Age_Unknown,,,
07/12/2023,HI,Female_Ages_40-49_yrs,83741,18720,22.4
07/12/2023,IA,Female_Ages_75+_yrs,142982,85944,60.1
07/12/2023,LA,Female_Ages_2-4_yrs,90740,47,0.1
07/12/2023,KS,Ages_<5yrs,185331,2601,1.4
07/12/2023,MD,Ages_75+_yrs,397814,264945,66.6
07/12/2023,MD,Ages_65-74_yrs,561582,344453,61.3
07/12/2023,MI,Ages_2-4_yrs,346569,6398,1.8
07/12/2023,MI,Female_Ages_25-49_yrs,1539563,208595,13.5
07/12/2023,MI,Ages_65+_yrs,1765401,896994,50.8
07/12/2023,MS,Female_Ages_65-74_yrs,155893,36305,23.3
07/12/2023,MN,Female_Ages_65-74_yrs,275220,195593,71.1
07/12/2023,MP,Female_Ages_12-17_yrs,2826,263,9.3
07/12/2023,MP,Female_Ages_18-24_yrs,2617,193,7.4
07/12/2023,NE,Ages_65-74_yrs,178908,90909,50.8
07/12/2023,NC,Sex_Unknown,,13573,
07/12/2023,MS,Female_Ages_<5yrs,90291,38,0
07/12/2023,MS,Ages_12-17_yrs,243859,4037,1.7
07/12/2023,NJ,Male_Ages_2-4_yrs,160024,,
07/12/2023,MT,Sex_Unknown,,,
07/12/2023,NM,Ages_5-11_yrs,188412,11838,6.3
07/12/2023,NY,Ages_2-4_yrs,679082,8769,1.3
07/12/2023,ND,Female_Ages_<2yrs,10184,,
07/12/2023,NE,Sex_Female,967959,200018,20.7
07/12/2023,NH,Ages_2-4_yrs,39275,1212,3.1
07/12/2023,OR,Ages_18-24_yrs,363022,,
07/12/2023,OR,Ages_25-39_yrs,901825,,
07/12/2023,NJ,Ages_25-49_yrs,2874855,,
07/12/2023,NJ,Male_Ages_65-74_yrs,383398,,
07/12/2023,NY,Male_Ages_2-4_yrs,347769,4423,1.3
07/12/2023,SC,Male_Ages_12-17_yrs,194247,,
07/12/2023,WA,Ages_25-49_yrs,2667769,595567,22.3
07/12/2023,WV,Age_Unknown,,,
07/12/2023,VA,Female_Ages_25-49_yrs,1422294,255707,18
07/12/2023,VI,Female_Ages_5-11_yrs,4974,41,0.8
07/12/2023,UT,Ages_5-11_yrs,365898,17482,4.8
07/12/2023,VA,Ages_65-74_yrs,802291,441935,55.1
07/12/2023,VT,Male_Ages_25-39_yrs,56395,11002,19.5
07/12/2023,PW,Female_Ages_25-39_yrs,1979,,
07/12/2023,AL,Female_Ages_<5yrs,144642,277,0.2
07/12/2023,AZ,Ages_5-11_yrs,642869,31027,4.8
07/12/2023,AL,Female_Ages_5-11_yrs,206886,1064,0.5
07/12/2023,AZ,Ages_25-39_yrs,1474074,144530,9.8
07/12/2023,AZ,Ages_65-74_yrs,751699,318139,42.3
07/12/2023,CA,Male_Ages_40-49_yrs,2508334,477172,19
07/12/2023,CO,Female_Ages_<2yrs,63553,2268,3.6
07/12/2023,DE,Sex_Female,502971,,
07/12/2023,GU,Ages_5-11_yrs,21445,,
07/12/2023,FM,Female_Ages_<2yrs,1858,,
07/12/2023,FM,Female_Ages_2-4_yrs,2803,18,0.6
07/12/2023,GA,Sex_Unknown,,3831,
07/12/2023,IL,Female_Ages_75+_yrs,519915,284240,54.7
07/12/2023,IL,Female_Ages_25-39_yrs,1291981,209549,16.2
07/12/2023,IN,Female_Ages_2-4_yrs,124263,158,0.1
07/12/2023,KS,Male_Ages_65-74_yrs,130193,57941,44.5
07/12/2023,KS,Female_Ages_40-49_yrs,165510,25681,15.5
07/12/2023,LA,Male_Ages_50-64_yrs,423624,41651,9.8
07/12/2023,LA,Sex_Female,2381744,208595,8.8
07/12/2023,ME,Female_Ages_18-24_yrs,52055,8694,16.7
07/12/2023,MD,Male_Ages_<2yrs,72236,2327,3.2
07/12/2023,MD,Ages_25-39_yrs,1239777,205294,16.6
07/12/2023,MI,Male_Ages_25-49_yrs,1550754,164131,10.6
07/12/2023,MH,Ages_25-49_yrs,26075,,
07/12/2023,MP,Female_Ages_65+_yrs,1747,432,24.7
07/12/2023,MT,Male_Ages_<5yrs,31274,,
07/12/2023,NH,Ages_40-49_yrs,161333,28625,17.7
07/12/2023,NY,Male_Ages_65+_yrs,1422971,674849,47.4
07/12/2023,OR,Female_Ages_25-39_yrs,444367,,
07/12/2023,NJ,Age_Unknown,,,
07/12/2023,PR,Age_Unknown,,,
07/12/2023,OH,Female_Ages_12-17_yrs,435484,31244,7.2
07/12/2023,OK,Ages_40-49_yrs,463525,43210,9.3
07/12/2023,OK,Sex_Unknown,,909,
07/12/2023,PA,Ages_40-49_yrs,1495820,226789,15.2
07/12/2023,SD,Female_Ages_50-64_yrs,82750,20301,24.5
07/12/2023,SC,Male_Ages_2-4_yrs,91417,,
07/12/2023,TN,Female_Ages_<5yrs,199782,10,0
07/12/2023,WI,Female_Ages_75+_yrs,245618,156236,63.6
07/12/2023,VA,Ages_5-11_yrs,723069,50898,7
07/12/2023,WV,Male_Ages_18-24_yrs,79589,2030,2.6
