Date,Location,Demographic_Category,census,Up_to_date,Up_to_date_pct_agegroup
09/13/2023,MN,Male_Ages_<2yrs,69663,4197,6
09/13/2023,MN,Sex_Female,2829821,865580,30.6
09/13/2023,MN,Sex_Unknown,,4931,
09/13/2023,MO,Male_Ages_2-4_yrs,115278,1749,1.5
09/13/2023,MO,Male_Ages_75+_yrs,185834,86228,46.4
09/13/2023,AR,Age_Unknown,,,
09/13/2023,AR,Ages_50-64_yrs,565312,80737,14.3
09/13/2023,AS,Female_Ages_65+_yrs,1753,,
09/13/2023,AS,Female_Ages_<5yrs,2080,,
09/13/2023,AS,Sex_Unknown,,,
09/13/2023,CO,Ages_65+_yrs,842412,467495,55.5
09/13/2023,CO,Male_Ages_50-64_yrs,519180,143255,27.6
09/13/2023,CT,Ages_18-24_yrs,342073,44465,13
09/13/2023,CT,Sex_Male,1739417,416938,24
09/13/2023,DC,Male_Ages_<2yrs,9633,382,4
09/13/2023,DE,Male_Ages_50-64_yrs,94223,,
09/13/2023,DE,Sex_Unknown,,,
09/13/2023,GU,Ages_75+_yrs,5135,1589,30.9
09/13/2023,HI,Male_Ages_<5yrs,43782,984,2.2
09/13/2023,IA,Ages_25-39_yrs,600423,64764,10.8
09/13/2023,ID,Male_Ages_18-24_yrs,85302,,
09/13/2023,LA,Ages_25-49_yrs,1517578,68725,4.5
09/13/2023,LA,Male_Ages_<5yrs,153377,124,0.1
09/13/2023,MA,Female_Ages_18-24_yrs,348589,82612,23.7
09/13/2023,MD,Female_Ages_50-64_yrs,643313,218113,33.9
09/13/2023,MH,Ages_5-11_yrs,11829,1314,11.1
09/13/2023,MN,Male_Ages_25-49_yrs,925864,166470,18
09/13/2023,MO,Ages_75+_yrs,451872,196157,43.4
09/13/2023,MP,Ages_18-24_yrs,5622,347,6.2
09/13/2023,MT,Sex_Unknown,,764,
09/13/2023,NC,Female_Ages_25-49_yrs,1732680,194874,11.2
09/13/2023,SC,Ages_40-49_yrs,618709,,
09/13/2023,SD,Female_Ages_<2yrs,11825,31,0.3
09/13/2023,TN,Male_Ages_25-39_yrs,688352,32910,4.8
09/13/2023,VA,Ages_25-39_yrs,1772094,244452,13.8
09/13/2023,VA,Female_Ages_25-39_yrs,877303,138884,15.8
09/13/2023,WI,Ages_40-49_yrs,682558,,
09/13/2023,WI,Female_Ages_18-24_yrs,268200,,
09/13/2023,WI,Male_Ages_50-64_yrs,592546,,
09/13/2023,WV,Male_Ages_5-11_yrs,72425,1049,1.4
09/13/2023,WY,Male_Ages_5-11_yrs,27212,570,2.1
09/13/2023,NC,Sex_Female,5387820,884895,16.4
09/13/2023,NE,Ages_<5yrs,130880,2430,1.9
09/13/2023,NJ,Male_Ages_25-49_yrs,1438554,169434,11.8
09/13/2023,NM,Female_Ages_25-39_yrs,203807,31519,15.5
09/13/2023,NM,Male_Ages_65+_yrs,172190,93071,54.1
09/13/2023,NV,Male_Ages_2-4_yrs,58356,288,0.5
09/13/2023,NY,Age_Unknown,,,
09/13/2023,OH,Male_Ages_5-11_yrs,510090,21811,4.3
09/13/2023,OK,Female_Ages_65+_yrs,351050,132339,37.7
09/13/2023,PA,Ages_<5yrs,697924,,
09/13/2023,PA,Female_Ages_<2yrs,132816,,
09/13/2023,PW,Ages_65-74_yrs,1200,,
09/13/2023,RI,Female_Ages_2-4_yrs,16150,447,2.8
09/13/2023,RI,Male_Ages_40-49_yrs,60187,11607,19.3
09/13/2023,SC,Female_Ages_18-24_yrs,226415,,
09/13/2023,TN,Male_Ages_2-4_yrs,126465,56,0
09/13/2023,TX,Female_Ages_2-4_yrs,602219,1390,0.2
09/13/2023,VI,Female_Ages_12-17_yrs,3930,31,0.8
09/13/2023,WI,Female_Ages_<2yrs,62329,,
09/13/2023,WI,Female_Ages_<5yrs,161795,,
09/13/2023,WI,Male_Ages_<2yrs,65295,,
09/13/2023,AK,Male_Ages_65+_yrs,45449,19854,43.7
09/13/2023,AS,Ages_65-74_yrs,2229,,
09/13/2023,AS,Female_Ages_2-4_yrs,1267,,
09/13/2023,AS,Sex_Female,23760,,
09/13/2023,CO,Ages_<5yrs,332201,11727,3.5
09/13/2023,CO,Female_Ages_25-49_yrs,1000107,208645,20.9
09/13/2023,CO,Female_Ages_65+_yrs,455637,254271,55.8
09/13/2023,CT,Ages_5-11_yrs,277630,18817,6.8
09/13/2023,CT,Male_Ages_<5yrs,93028,1851,2
09/13/2023,DE,Male_Ages_5-11_yrs,40366,,
09/13/2023,FM,Ages_18-24_yrs,13093,,
09/13/2023,FM,Ages_<5yrs,9499,,
09/13/2023,HI,Ages_40-49_yrs,169067,34320,20.3
09/13/2023,IA,Ages_<5yrs,195636,3839,2
09/13/2023,ID,Male_Ages_25-49_yrs,287752,,
09/13/2023,IL,Ages_50-64_yrs,2458144,647829,26.4
09/13/2023,IL,Sex_Male,6226558,1198840,19.3
09/13/2023,IN,Ages_<2yrs,162694,697,0.4
09/13/2023,IN,Male_Ages_40-49_yrs,406780,30878,7.6
09/13/2023,KS,Ages_<5yrs,185331,3059,1.7
09/13/2023,KS,Female_Ages_18-24_yrs,140500,11239,8
09/13/2023,MI,Male_Ages_50-64_yrs,997363,202351,20.3
09/13/2023,MN,Female_Ages_12-17_yrs,216406,36703,17
09/13/2023,MP,Male_Ages_65+_yrs,2007,421,21
09/13/2023,MT,Ages_40-49_yrs,119487,15794,13.2
09/13/2023,AK,Ages_12-17_yrs,57315,5315,9.3
09/13/2023,AK,Ages_65-74_yrs,61300,26477,43.2
09/13/2023,AL,Sex_Unknown,,1271,
09/13/2023,AR,Ages_18-24_yrs,279060,10768,3.9
09/13/2023,AR,Ages_25-49_yrs,949395,59226,6.2
09/13/2023,AS,Ages_18-24_yrs,5554,,
09/13/2023,AZ,Female_Ages_<2yrs,80645,517,0.6
09/13/2023,CO,Ages_40-49_yrs,737789,161253,21.9
09/13/2023,CT,Ages_40-49_yrs,432780,86743,20
09/13/2023,DC,Sex_Female,371038,130129,35.1
09/13/2023,GU,Male_Ages_65-74_yrs,5320,1491,28
09/13/2023,HI,Ages_65-74_yrs,152092,80671,53
09/13/2023,ID,Female_Ages_65-74_yrs,89876,,
09/13/2023,KS,Female_Ages_<5yrs,90577,1512,1.7
09/13/2023,KY,Male_Ages_50-64_yrs,427211,65009,15.2
09/13/2023,LA,Female_Ages_5-11_yrs,207959,1857,0.9
09/13/2023,MD,Ages_12-17_yrs,451894,68230,15.1
09/13/2023,ME,Male_Ages_25-39_yrs,121223,17886,14.8
09/13/2023,ME,Male_Ages_25-49_yrs,198976,33871,17
09/13/2023,MH,Female_Ages_40-49_yrs,3840,633,16.5
09/13/2023,MH,Female_Ages_5-11_yrs,5808,654,11.3
09/13/2023,MI,Ages_50-64_yrs,2041683,449505,22
09/13/2023,MI,Female_Ages_<5yrs,277169,6491,2.3
09/13/2023,MI,Male_Ages_40-49_yrs,582565,74149,12.7
09/13/2023,MS,Ages_<2yrs,71756,31,0
09/13/2023,NC,Ages_65+_yrs,1751094,709314,40.5
09/13/2023,NC,Male_Ages_40-49_yrs,646597,70972,11
09/13/2023,ND,Ages_2-4_yrs,33071,620,1.9
09/13/2023,ND,Male_Ages_2-4_yrs,16945,303,1.8
09/13/2023,NE,Female_Ages_65+_yrs,171605,84285,49.1
09/13/2023,NH,Sex_Male,673793,153570,22.8
09/13/2023,NM,Ages_<2yrs,46353,982,2.1
09/13/2023,OR,Ages_25-39_yrs,901825,149203,16.5
09/13/2023,OR,Female_Ages_25-39_yrs,444367,86140,19.4
09/13/2023,AL,Female_Ages_<5yrs,144642,324,0.2
09/13/2023,CA,Female_Ages_25-39_yrs,4290688,753442,17.6
09/13/2023,CO,Female_Ages_<5yrs,163066,5757,3.5
09/13/2023,CT,Ages_25-39_yrs,667884,112213,16.8
09/13/2023,DE,Female_Ages_40-49_yrs,57121,,
09/13/2023,FM,Male_Ages_<5yrs,4838,,
09/13/2023,HI,Ages_18-24_yrs,118874,12457,10.5
09/13/2023,HI,Female_Ages_25-49_yrs,227333,39342,17.3
09/13/2023,HI,Male_Ages_25-49_yrs,238600,31539,13.2
09/13/2023,IA,Female_Ages_40-49_yrs,177967,32049,18
09/13/2023,IL,Ages_65+_yrs,2043232,1035810,50.7
09/13/2023,IN,Ages_50-64_yrs,1285222,184773,14.4
09/13/2023,IN,Female_Ages_12-17_yrs,264013,13865,5.3
09/13/2023,MD,Male_Ages_75+_yrs,159772,101205,63.3
09/13/2023,MH,Ages_2-4_yrs,5080,344,6.8
09/13/2023,MH,Ages_25-39_yrs,18024,1711,9.5
09/13/2023,MO,Ages_50-64_yrs,1200211,221655,18.5
09/13/2023,MT,Male_Ages_65-74_yrs,61953,23976,38.7
09/13/2023,NC,Ages_<2yrs,239468,3562,1.5
09/13/2023,ND,Ages_25-39_yrs,165400,15066,9.1
09/13/2023,NE,Male_Ages_2-4_yrs,41367,717,1.7
09/13/2023,NH,Male_Ages_65-74_yrs,73641,41556,56.4
09/13/2023,NJ,Male_Ages_65+_yrs,638142,274195,43
09/13/2023,NJ,Sex_Female,4541603,850786,18.7
09/13/2023,NV,Sex_Female,1535329,218804,14.3
09/13/2023,PA,Male_Ages_25-39_yrs,1268414,,
09/13/2023,PR,Ages_40-49_yrs,403033,,
09/13/2023,PW,Ages_40-49_yrs,3053,,
09/13/2023,VT,Female_Ages_25-39_yrs,55032,15628,28.4
09/13/2023,AK,Female_Ages_50-64_yrs,65688,15123,23
09/13/2023,AR,Ages_2-4_yrs,115103,425,0.4
09/13/2023,AR,Sex_Male,1481616,154454,10.4
09/13/2023,AS,Female_Ages_5-11_yrs,3001,,
09/13/2023,CA,Female_Ages_40-49_yrs,2508611,544715,21.7
09/13/2023,DC,Sex_Unknown,,765,
09/13/2023,DE,Ages_65-74_yrs,112858,,
09/13/2023,DE,Female_Ages_5-11_yrs,38872,,
09/13/2023,FL,Male_Ages_50-64_yrs,2044077,287958,14.1
09/13/2023,FM,Male_Ages_12-17_yrs,6278,,
09/13/2023,FM,Male_Ages_2-4_yrs,2903,,
09/13/2023,GA,Male_Ages_40-49_yrs,667319,54275,8.1
09/13/2023,GU,Ages_<5yrs,15728,57,0.4
09/13/2023,IL,Ages_2-4_yrs,457275,11998,2.6
09/13/2023,IL,Ages_65-74_yrs,1176033,580568,49.4
09/13/2023,IL,Male_Ages_65+_yrs,895096,461276,51.5
09/13/2023,KS,Female_Ages_40-49_yrs,165510,25831,15.6
09/13/2023,KY,Ages_5-11_yrs,388896,8985,2.3
09/13/2023,KY,Male_Ages_75+_yrs,123518,53562,43.4
09/13/2023,LA,Female_Ages_25-39_yrs,489470,20801,4.2
09/13/2023,MA,Male_Ages_50-64_yrs,678756,231918,34.2
09/13/2023,MD,Ages_<5yrs,361937,12948,3.6
09/13/2023,MD,Male_Ages_25-39_yrs,613913,87715,14.3
09/13/2023,ME,Ages_75+_yrs,116186,89220,76.8
09/13/2023,ME,Female_Ages_50-64_yrs,156270,57997,37.1
09/13/2023,TN,Sex_Unknown,,2011,
09/13/2023,VA,Ages_<5yrs,505477,13537,2.7
09/13/2023,VI,Ages_12-17_yrs,7918,57,0.7
09/13/2023,VT,Male_Ages_75+_yrs,21350,16921,79.3
09/13/2023,WI,Ages_50-64_yrs,1195243,,
09/13/2023,MS,Male_Ages_65-74_yrs,133062,30179,22.7
09/13/2023,MT,Ages_65+_yrs,206437,88682,43
09/13/2023,MT,Male_Ages_18-24_yrs,51653,1937,3.8
09/13/2023,NC,Male_Ages_25-39_yrs,1028818,75498,7.3
09/13/2023,NE,Ages_18-24_yrs,189298,13963,7.4
09/13/2023,NE,Sex_Unknown,,737,
09/13/2023,NM,Female_Ages_40-49_yrs,119055,27043,22.7
09/13/2023,NM,Male_Ages_2-4_yrs,38051,778,2
09/13/2023,NV,Ages_5-11_yrs,272779,6712,2.5
09/13/2023,NY,Ages_25-39_yrs,4138656,535704,12.9
09/13/2023,NY,Ages_<5yrs,1127001,17395,1.5
09/13/2023,OK,Female_Ages_25-49_yrs,630141,53164,8.4
09/13/2023,OK,Sex_Unknown,,914,
09/13/2023,OR,Male_Ages_65-74_yrs,220027,100373,45.6
09/13/2023,PA,Ages_<2yrs,272114,,
09/13/2023,PR,Ages_65-74_yrs,366490,,
09/13/2023,PW,Ages_50-64_yrs,4023,,
09/13/2023,PW,Ages_<2yrs,475,,
09/13/2023,PW,Male_Ages_65-74_yrs,330,,
09/13/2023,RI,Female_Ages_12-17_yrs,35504,5220,14.7
09/13/2023,SC,Female_Ages_12-17_yrs,188196,,
09/13/2023,SD,Ages_25-49_yrs,267569,32668,12.2
09/13/2023,SD,Ages_75+_yrs,62655,38181,60.9
09/13/2023,SD,Male_Ages_40-49_yrs,49028,6575,13.4
09/13/2023,UT,Female_Ages_<2yrs,47075,945,2
09/13/2023,VA,Female_Ages_65+_yrs,755981,394080,52.1
09/13/2023,WY,Ages_75+_yrs,38589,14965,38.8
09/13/2023,WY,Ages_<2yrs,13274,19,0.1
09/13/2023,AK,Female_Ages_40-49_yrs,40910,6784,16.6
09/13/2023,AL,Age_Unknown,,,
09/13/2023,AL,Female_Ages_50-64_yrs,503212,56613,11.3
09/13/2023,AR,Female_Ages_50-64_yrs,291030,44066,15.1
09/13/2023,AZ,Ages_25-39_yrs,1474074,154596,10.5
09/13/2023,AZ,Female_Ages_5-11_yrs,315239,17896,5.7
09/13/2023,CO,Ages_25-49_yrs,2076660,374701,18
09/13/2023,CO,Sex_Unknown,,2189,
09/13/2023,DE,Ages_50-64_yrs,199926,,
09/13/2023,FL,Ages_65-74_yrs,2465369,757481,30.7
09/13/2023,FM,Ages_40-49_yrs,12521,,
09/13/2023,FM,Ages_50-64_yrs,12246,,
09/13/2023,FM,Female_Ages_25-39_yrs,12344,,
09/13/2023,GU,Ages_65+_yrs,16061,4713,29.3
09/13/2023,GU,Female_Ages_12-17_yrs,7979,597,7.5
09/13/2023,IA,Ages_18-24_yrs,313705,23965,7.6
09/13/2023,IA,Ages_5-11_yrs,283153,13534,4.8
09/13/2023,IN,Female_Ages_25-49_yrs,1064099,86396,8.1
09/13/2023,KS,Male_Ages_5-11_yrs,141281,6225,4.4
09/13/2023,KY,Ages_<5yrs,272610,2009,0.7
09/13/2023,KY,Female_Ages_50-64_yrs,454052,79498,17.5
09/13/2023,MI,Sex_Unknown,,2744,
09/13/2023,MN,Ages_65-74_yrs,531059,339899,64
09/13/2023,MO,Ages_18-24_yrs,561504,32952,5.9
09/13/2023,MO,Ages_25-39_yrs,1222932,105090,8.6
09/13/2023,MT,Sex_Female,530712,96478,18.2
09/13/2023,NH,Female_Ages_65+_yrs,137300,83490,60.8
09/13/2023,NH,Male_Ages_<5yrs,32466,1028,3.2
09/13/2023,NJ,Ages_50-64_yrs,1839588,401502,21.8
09/13/2023,NJ,Male_Ages_25-39_yrs,875570,93169,10.6
09/13/2023,OR,Male_Ages_<5yrs,116781,3349,2.9
09/13/2023,PW,Male_Ages_40-49_yrs,1996,,
09/13/2023,SC,Female_Ages_2-4_yrs,87755,,
09/13/2023,SD,Male_Ages_18-24_yrs,42793,2232,5.2
09/13/2023,TN,Male_Ages_18-24_yrs,311043,8524,2.7
09/13/2023,TN,Male_Ages_25-49_yrs,1106001,62158,5.6
09/13/2023,TX,Ages_50-64_yrs,4975933,242541,4.9
09/13/2023,TX,Sex_Unknown,,3984,
09/13/2023,VI,Male_Ages_2-4_yrs,2090,,
09/13/2023,WV,Ages_18-24_yrs,153786,5868,3.8
09/13/2023,WV,Male_Ages_2-4_yrs,29239,,
09/13/2023,WY,Male_Ages_<2yrs,6782,,
09/13/2023,NC,Ages_25-39_yrs,2078329,181710,8.7
09/13/2023,NC,Female_Ages_<2yrs,117057,1725,1.5
09/13/2023,ND,Ages_75+_yrs,53181,27091,50.9
09/13/2023,NJ,Ages_<2yrs,201051,2447,1.2
09/13/2023,NJ,Female_Ages_12-17_yrs,330720,27655,8.4
09/13/2023,NM,Male_Ages_40-49_yrs,117629,21088,17.9
09/13/2023,NY,Female_Ages_12-17_yrs,659069,57736,8.8
09/13/2023,NY,Male_Ages_12-17_yrs,688889,56211,8.2
09/13/2023,OH,Female_Ages_75+_yrs,511636,221590,43.3
09/13/2023,OH,Male_Ages_12-17_yrs,454137,30227,6.7
09/13/2023,RI,Male_Ages_12-17_yrs,37121,4746,12.8
09/13/2023,SC,Male_Ages_<5yrs,149429,,
09/13/2023,SD,Ages_12-17_yrs,70543,6805,9.6
09/13/2023,TN,Female_Ages_25-39_yrs,696832,44722,6.4
09/13/2023,TX,Ages_25-39_yrs,6341615,149558,2.4
09/13/2023,TX,Female_Ages_75+_yrs,867005,92815,10.7
09/13/2023,VA,Ages_18-24_yrs,798197,81207,10.2
09/13/2023,WA,Ages_<5yrs,456476,25614,5.6
09/13/2023,WA,Male_Ages_5-11_yrs,336223,36643,10.9
09/13/2023,WV,Ages_40-49_yrs,221554,17339,7.8
09/13/2023,WY,Female_Ages_75+_yrs,21448,7962,37.1
09/13/2023,PA,Age_Unknown,,,
09/13/2023,PA,Male_Ages_12-17_yrs,468075,,
09/13/2023,PR,Male_Ages_65+_yrs,295250,,
09/13/2023,PR,Male_Ages_65-74_yrs,164970,,
09/13/2023,PW,Ages_25-49_yrs,8228,,
09/13/2023,PW,Ages_75+_yrs,792,,
09/13/2023,SD,Ages_40-49_yrs,95606,15150,15.8
09/13/2023,SD,Female_Ages_65+_yrs,81205,45669,56.2
09/13/2023,UT,Ages_25-49_yrs,1092193,136025,12.5
09/13/2023,UT,Male_Ages_12-17_yrs,163462,13464,8.2
09/13/2023,VT,Ages_50-64_yrs,136095,53337,39.2
09/13/2023,WI,Sex_Female,2925225,,
09/13/2023,AK,Ages_65+_yrs,91588,40846,44.6
09/13/2023,AL,Female_Ages_65-74_yrs,270914,64621,23.9
09/13/2023,AL,Male_Ages_<2yrs,58791,132,0.2
09/13/2023,AS,Female_Ages_18-24_yrs,2789,,
09/13/2023,AS,Male_Ages_5-11_yrs,3192,,
09/13/2023,AZ,Ages_18-24_yrs,693844,54286,7.8
09/13/2023,AZ,Male_Ages_65+_yrs,602361,243226,40.4
09/13/2023,CA,Female_Ages_<5yrs,1163631,31775,2.7
09/13/2023,CA,Male_Ages_40-49_yrs,2508334,482131,19.2
09/13/2023,CO,Ages_2-4_yrs,202773,6394,3.2
09/13/2023,CT,Ages_25-49_yrs,1100664,198919,18.1
09/13/2023,CT,Ages_65-74_yrs,352819,214376,60.8
09/13/2023,CT,Female_Ages_12-17_yrs,131492,18138,13.8
09/13/2023,DE,Female_Ages_12-17_yrs,34417,,
09/13/2023,FM,Age_Unknown,,,
09/13/2023,FM,Female_Ages_5-11_yrs,6737,,
09/13/2023,FM,Male_Ages_<2yrs,1935,,
09/13/2023,HI,Male_Ages_25-39_yrs,153274,16104,10.5
09/13/2023,IL,Ages_12-17_yrs,983859,105133,10.7
09/13/2023,IL,Female_Ages_5-11_yrs,531833,36271,6.8
09/13/2023,IN,Female_Ages_75+_yrs,267462,92997,34.8
09/13/2023,KS,Age_Unknown,,,
09/13/2023,KY,Female_Ages_2-4_yrs,80632,575,0.7
09/13/2023,LA,Male_Ages_2-4_yrs,93743,77,0.1
09/13/2023,MA,Sex_Female,3546935,1224317,34.5
09/13/2023,MD,Ages_25-49_yrs,1997236,381023,19.1
09/13/2023,AL,Ages_65-74_yrs,501447,117870,23.5
09/13/2023,AR,Male_Ages_65-74_yrs,141075,44774,31.7
09/13/2023,CA,Ages_50-64_yrs,7250961,2087055,28.8
09/13/2023,CO,Male_Ages_75+_yrs,137189,86621,63.1
09/13/2023,CT,Female_Ages_25-39_yrs,330442,64405,19.5
09/13/2023,CT,Sex_Female,1825870,514271,28.2
09/13/2023,FL,Ages_5-11_yrs,1641967,31077,1.9
09/13/2023,FL,Male_Ages_18-24_yrs,891179,31330,3.5
09/13/2023,FL,Male_Ages_5-11_yrs,838717,15820,1.9
09/13/2023,FM,Female_Ages_2-4_yrs,2803,,
09/13/2023,FM,Male_Ages_50-64_yrs,5853,,
09/13/2023,KS,Ages_12-17_yrs,238633,19208,8
09/13/2023,KS,Female_Ages_5-11_yrs,135005,5983,4.4
09/13/2023,KY,Ages_12-17_yrs,341365,15836,4.6
09/13/2023,LA,Female_Ages_<2yrs,57352,56,0.1
09/13/2023,LA,Male_Ages_65+_yrs,325622,85055,26.1
09/13/2023,ME,Female_Ages_5-11_yrs,46802,4839,10.3
09/13/2023,MI,Ages_5-11_yrs,825413,40986,5
09/13/2023,MO,Male_Ages_25-49_yrs,970412,81642,8.4
09/13/2023,NE,Ages_75+_yrs,133550,68514,51.3
09/13/2023,NE,Male_Ages_<5yrs,67324,1243,1.8
09/13/2023,NH,Ages_50-64_yrs,311364,87318,28
09/13/2023,NM,Male_Ages_25-49_yrs,333453,44339,13.3
09/13/2023,NV,Female_Ages_65-74_yrs,158621,56818,35.8
09/13/2023,NV,Male_Ages_25-49_yrs,540309,41360,7.7
09/13/2023,NY,Sex_Male,9447846,1577789,16.7
09/13/2023,OH,Female_Ages_<2yrs,132041,2240,1.7
09/13/2023,OR,Female_Ages_<5yrs,111030,3179,2.9
09/13/2023,PA,Female_Ages_2-4_yrs,208019,,
09/13/2023,PA,Sex_Unknown,,,
09/13/2023,RI,Male_Ages_2-4_yrs,16939,470,2.8
09/13/2023,SC,Ages_<5yrs,292464,,
09/13/2023,TX,Male_Ages_65-74_yrs,1046971,119709,11.4
09/13/2023,VA,Male_Ages_25-39_yrs,894791,104745,11.7
09/13/2023,VA,Male_Ages_25-49_yrs,1428089,199058,13.9
09/13/2023,WI,Ages_65-74_yrs,594748,,
09/13/2023,AK,Male_Ages_65-74_yrs,31507,12831,40.7
09/13/2023,AR,Ages_5-11_yrs,272092,5043,1.9
09/13/2023,AR,Female_Ages_75+_yrs,128590,45109,35.1
09/13/2023,AS,Female_Ages_65-74_yrs,1178,,
09/13/2023,CO,Female_Ages_40-49_yrs,359626,87236,24.3
09/13/2023,CT,Male_Ages_50-64_yrs,369494,109966,29.8
09/13/2023,DE,Male_Ages_<2yrs,10882,,
09/13/2023,FL,Age_Unknown,,,
09/13/2023,FM,Sex_Male,50302,,
09/13/2023,IA,Male_Ages_65-74_yrs,150259,79118,52.7
09/13/2023,IL,Male_Ages_5-11_yrs,555249,37781,6.8
09/13/2023,KS,Male_Ages_<5yrs,94754,1545,1.6
09/13/2023,KY,Female_Ages_65+_yrs,417391,152037,36.4
09/13/2023,MA,Female_Ages_40-49_yrs,427305,129819,30.4
09/13/2023,MH,Male_Ages_18-24_yrs,5094,656,12.9
09/13/2023,MI,Ages_12-17_yrs,752078,61324,8.2
09/13/2023,MI,Ages_18-24_yrs,945523,75930,8
09/13/2023,MN,Ages_<5yrs,351622,16441,4.7
09/13/2023,MN,Male_Ages_<5yrs,179999,8476,4.7
09/13/2023,MS,Ages_40-49_yrs,358519,16053,4.5
09/13/2023,MS,Male_Ages_2-4_yrs,56490,36,0.1
09/13/2023,ND,Sex_Male,390032,55148,14.1
09/13/2023,NH,Female_Ages_<2yrs,11906,242,2
09/13/2023,NM,Female_Ages_65-74_yrs,119057,63689,53.5
09/13/2023,NV,Male_Ages_25-39_yrs,340889,21535,6.3
09/13/2023,NY,Female_Ages_40-49_yrs,1203447,188845,15.7
09/13/2023,PA,Ages_65+_yrs,2393362,,
09/13/2023,PR,Male_Ages_18-24_yrs,154349,,
09/13/2023,AK,Male_Ages_40-49_yrs,44737,5159,11.5
09/13/2023,AZ,Ages_40-49_yrs,862389,117826,13.7
09/13/2023,AZ,Female_Ages_12-17_yrs,278232,28280,10.2
09/13/2023,CA,Ages_2-4_yrs,1458414,38091,2.6
09/13/2023,DC,Female_Ages_25-39_yrs,119976,40928,34.1
09/13/2023,FL,Male_Ages_75+_yrs,892512,315836,35.4
09/13/2023,FM,Female_Ages_65+_yrs,2644,,
09/13/2023,GA,Female_Ages_12-17_yrs,430869,20647,4.8
09/13/2023,GA,Female_Ages_65-74_yrs,505050,156099,30.9
09/13/2023,HI,Ages_50-64_yrs,262749,82920,31.6
09/13/2023,HI,Female_Ages_40-49_yrs,83741,18770,22.4
09/13/2023,HI,Male_Ages_18-24_yrs,64496,5178,8
09/13/2023,ID,Ages_40-49_yrs,211731,,
09/13/2023,IN,Female_Ages_<5yrs,203683,622,0.3
09/13/2023,IN,Male_Ages_18-24_yrs,338088,12390,3.7
09/13/2023,KY,Female_Ages_25-49_yrs,705889,62251,8.8
09/13/2023,LA,Ages_65+_yrs,741022,189595,25.6
09/13/2023,MA,Male_Ages_25-49_yrs,1125568,250103,22.2
09/13/2023,MD,Ages_65+_yrs,959396,549228,57.2
09/13/2023,MD,Female_Ages_12-17_yrs,221734,34611,15.6
09/13/2023,MH,Ages_<5yrs,8543,498,5.8
09/13/2023,MN,Male_Ages_50-64_yrs,547071,167304,30.6
09/13/2023,MP,Female_Ages_40-49_yrs,3687,435,11.8
09/13/2023,MS,Ages_75+_yrs,197738,48666,24.6
09/13/2023,MS,Male_Ages_5-11_yrs,137992,905,0.7
09/13/2023,MT,Male_Ages_<5yrs,31274,116,0.4
09/13/2023,NH,Female_Ages_18-24_yrs,60580,8262,13.6
09/13/2023,NJ,Female_Ages_2-4_yrs,153615,2114,1.4
09/13/2023,NJ,Female_Ages_65-74_yrs,449468,183908,40.9
09/13/2023,NM,Male_Ages_25-39_yrs,215824,23260,10.8
09/13/2023,NM,Male_Ages_75+_yrs,66764,39165,58.7
09/13/2023,NY,Ages_2-4_yrs,679082,9719,1.4
09/13/2023,NY,Female_Ages_5-11_yrs,759137,36435,4.8
09/13/2023,OH,Ages_2-4_yrs,421094,6476,1.5
09/13/2023,OH,Female_Ages_65+_yrs,1144245,492910,43.1
09/13/2023,OK,Female_Ages_<2yrs,47638,224,0.5
09/13/2023,OK,Male_Ages_2-4_yrs,80870,359,0.4
09/13/2023,AK,Male_Ages_18-24_yrs,38550,1765,4.6
09/13/2023,AK,Male_Ages_2-4_yrs,15880,88,0.6
09/13/2023,AR,Ages_12-17_yrs,239599,9421,3.9
09/13/2023,AR,Male_Ages_2-4_yrs,59047,216,0.4
09/13/2023,DC,Female_Ages_40-49_yrs,41969,19472,46.4
09/13/2023,DE,Sex_Female,502971,,
09/13/2023,GA,Ages_75+_yrs,590953,203569,34.4
09/13/2023,GA,Male_Ages_12-17_yrs,443691,20075,4.5
09/13/2023,GU,Male_Ages_<5yrs,8122,32,0.4
09/13/2023,HI,Ages_<2yrs,33517,799,2.4
09/13/2023,HI,Ages_<5yrs,85219,1872,2.2
09/13/2023,IA,Ages_12-17_yrs,248052,22795,9.2
09/13/2023,IA,Male_Ages_75+_yrs,98525,61347,62.3
09/13/2023,KS,Male_Ages_40-49_yrs,168153,20272,12.1
09/13/2023,KY,Female_Ages_5-11_yrs,189504,4427,2.3
09/13/2023,LA,Sex_Male,2267050,166166,7.3
09/13/2023,MD,Ages_75+_yrs,397814,237283,59.6
09/13/2023,MH,Female_Ages_2-4_yrs,2491,173,6.9
09/13/2023,MI,Female_Ages_25-39_yrs,942753,118603,12.6
09/13/2023,MN,Ages_12-17_yrs,441613,70351,15.9
09/13/2023,MN,Ages_65+_yrs,920382,611858,66.5
09/13/2023,MP,Female_Ages_25-49_yrs,7133,927,13
09/13/2023,NC,Male_Ages_50-64_yrs,976029,176688,18.1
09/13/2023,ND,Sex_Female,372030,68137,18.3
09/13/2023,NE,Female_Ages_50-64_yrs,175557,45007,25.6
09/13/2023,NE,Male_Ages_<2yrs,25957,526,2
09/13/2023,NH,Ages_25-49_yrs,415539,63692,15.3
09/13/2023,NH,Male_Ages_50-64_yrs,152998,39186,25.6
09/13/2023,NH,Sex_Unknown,,694,
09/13/2023,NJ,Ages_65+_yrs,1475535,614301,41.6
